coverage_scope,public_geography_id,bridge_municipality,population_municipality,population_value,population_match,coverage_status
bridge_safe_2025_geography,56005,Beaumont,Beaumont,7096,true,matched_population_source
bridge_safe_2025_geography,56016,Chimay,Chimay,9673,true,matched_population_source
bridge_safe_2025_geography,56022,Erquelinnes,Erquelinnes,9983,true,matched_population_source
bridge_safe_2025_geography,56029,Froidchapelle,Froidchapelle,4067,true,matched_population_source
bridge_safe_2025_geography,56044,Lobbes,Lobbes,5958,true,matched_population_source
bridge_safe_2025_geography,56049,Merbes-le-Chateau,Merbes-le-Château,4137,true,matched_population_source
bridge_safe_2025_geography,56051,Momignies,Momignies,5213,true,matched_population_source
bridge_safe_2025_geography,56078,Thuin,Thuin,14864,true,matched_population_source
bridge_safe_2025_geography,56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,13838,true,matched_population_source
bridge_safe_2025_geography,56088,Sivry-Rance,Sivry-Rance,4862,true,matched_population_source
bridge_safe_2025_geography,57003,Antoing,Antoing,7538,true,matched_population_source
bridge_safe_2025_geography,57018,Celles (lez-Tournai),Celles,5775,true,matched_population_source
bridge_safe_2025_geography,57027,Estaimpuis,Estaimpuis,10878,true,matched_population_source
bridge_safe_2025_geography,57062,Pecq,Pecq,5899,true,matched_population_source
bridge_safe_2025_geography,57064,Peruwelz,Péruwelz,17350,true,matched_population_source
bridge_safe_2025_geography,57072,Rumes,Rumes,5345,true,matched_population_source
bridge_safe_2025_geography,57081,Tournai,Tournai,68991,true,matched_population_source
bridge_safe_2025_geography,57093,Brunehaut,Brunehaut,8129,true,matched_population_source
bridge_safe_2025_geography,57094,Leuze-en-Hainaut,Leuze-en-Hainaut,14200,true,matched_population_source
bridge_safe_2025_geography,57095,Mont-de-l'Enclus,Mont-de-l’Enclus,3838,true,matched_population_source
bridge_safe_2025_geography,57096,Mouscron,Mouscron,60304,true,matched_population_source
bridge_safe_2025_geography,57097,Comines-Warneton,Comines-Warneton,18337,true,matched_population_source
bridge_safe_2025_geography,58001,La Louvière,La Louvière,81674,true,matched_population_source
bridge_safe_2025_geography,58002,Binche,Binche,33784,true,matched_population_source
bridge_safe_2025_geography,58003,Estinnes,Estinnes,7947,true,matched_population_source
bridge_safe_2025_geography,58004,Morlanwelz,Morlanwelz,19113,true,matched_population_source
bridge_safe_2025_geography,61003,Amay,Amay,14494,true,matched_population_source
bridge_safe_2025_geography,61010,Burdinne,Burdinne,3334,true,matched_population_source
bridge_safe_2025_geography,61012,Clavier,Clavier,4989,true,matched_population_source
bridge_safe_2025_geography,61019,Ferrieres,Ferrières,5156,true,matched_population_source
bridge_safe_2025_geography,61024,Hamoir,Hamoir,3776,true,matched_population_source
bridge_safe_2025_geography,61028,Heron,Héron,5599,true,matched_population_source
bridge_safe_2025_geography,61031,Huy,Huy,21850,true,matched_population_source
bridge_safe_2025_geography,61039,Marchin,Marchin,5636,true,matched_population_source
bridge_safe_2025_geography,61041,Modave,Modave,4169,true,matched_population_source
bridge_safe_2025_geography,61043,Nandrin,Nandrin,5755,true,matched_population_source
bridge_safe_2025_geography,61048,Ouffet,Ouffet,2822,true,matched_population_source
bridge_safe_2025_geography,61063,Verlaine,Verlaine,4414,true,matched_population_source
bridge_safe_2025_geography,61068,Villers-le-Bouillet,Villers-Le-Bouillet,6869,true,matched_population_source
bridge_safe_2025_geography,61072,Wanze,Wanze,14005,true,matched_population_source
bridge_safe_2025_geography,61079,Anthisnes,Anthisnes,4204,true,matched_population_source
bridge_safe_2025_geography,61080,Engis,Engis,6391,true,matched_population_source
bridge_safe_2025_geography,61081,Tinlot,Tinlot,2782,true,matched_population_source
bridge_safe_2025_geography,62003,Ans,Ans,29110,true,matched_population_source
bridge_safe_2025_geography,62006,Awans,Awans,9373,true,matched_population_source
bridge_safe_2025_geography,62009,Aywaille,Aywaille,12969,true,matched_population_source
bridge_safe_2025_geography,62011,Bassenge,Bassenge,9053,true,matched_population_source
bridge_safe_2025_geography,62015,Beyne-Heusay,Beyne-Heusay,11977,true,matched_population_source
bridge_safe_2025_geography,62022,Chaudfontaine,Chaudfontaine,20523,true,matched_population_source
bridge_safe_2025_geography,62026,Comblain-au-Pont,Comblain-au-Pont,5366,true,matched_population_source
bridge_safe_2025_geography,62027,Dalhem,Dalhem,7711,true,matched_population_source
bridge_safe_2025_geography,62032,Esneux,Esneux,12794,true,matched_population_source
bridge_safe_2025_geography,62038,Fleron,Fléron,16374,true,matched_population_source
bridge_safe_2025_geography,62051,Herstal,Herstal,40834,true,matched_population_source
bridge_safe_2025_geography,62060,Juprelle,Juprelle,9906,true,matched_population_source
bridge_safe_2025_geography,62063,Liege,Liège,197323,true,matched_population_source
bridge_safe_2025_geography,62079,Oupeye,Oupeye,25846,true,matched_population_source
bridge_safe_2025_geography,62093,Saint-Nicolas (Liège),Saint-Nicolas,24517,true,matched_population_source
bridge_safe_2025_geography,62096,Seraing,Seraing,64609,true,matched_population_source
bridge_safe_2025_geography,62099,Soumagne,Soumagne,17265,true,matched_population_source
bridge_safe_2025_geography,62100,Sprimont,Sprimont,15171,true,matched_population_source
bridge_safe_2025_geography,62108,Vise,Visé,18110,true,matched_population_source
bridge_safe_2025_geography,62118,Grace-Hollogne,Grâce-Hollogne,23416,true,matched_population_source
bridge_safe_2025_geography,62119,Blegny,Blegny,13579,true,matched_population_source
bridge_safe_2025_geography,62120,Flemalle,Flémalle,27045,true,matched_population_source
bridge_safe_2025_geography,62121,Neupre,Neupré,9952,true,matched_population_source
bridge_safe_2025_geography,62122,Trooz,Trooz,8200,true,matched_population_source
bridge_safe_2025_geography,63001,Amel,Amblève,5608,true,matched_population_source
bridge_safe_2025_geography,63003,Aubel,Aubel,4288,true,matched_population_source
bridge_safe_2025_geography,63004,Baelen,Baelen,4529,true,matched_population_source
bridge_safe_2025_geography,63012,Bullange,Bullange,5533,true,matched_population_source
bridge_safe_2025_geography,63013,Butgenbach,Butgenbach,5586,true,matched_population_source
bridge_safe_2025_geography,63020,Dison,Dison,15226,true,matched_population_source
bridge_safe_2025_geography,63023,Eupen,Eupen,20053,true,matched_population_source
bridge_safe_2025_geography,63035,Herve,Herve,17784,true,matched_population_source
bridge_safe_2025_geography,63038,Jalhay,Jalhay,8770,true,matched_population_source
bridge_safe_2025_geography,63040,La Calamine,La Calamine,11338,true,matched_population_source
bridge_safe_2025_geography,63045,Lierneux,Lierneux,3611,true,matched_population_source
bridge_safe_2025_geography,63046,Limbourg,Limbourg,5689,true,matched_population_source
bridge_safe_2025_geography,63048,Lontzen,Lontzen,6092,true,matched_population_source
bridge_safe_2025_geography,63049,Malmedy,Malmedy,12991,true,matched_population_source
bridge_safe_2025_geography,63057,Olne,Olne,4172,true,matched_population_source
bridge_safe_2025_geography,63058,Pepinster,Pepinster,9294,true,matched_population_source
bridge_safe_2025_geography,63061,Raeren,Raeren,11185,true,matched_population_source
bridge_safe_2025_geography,63067,Saint-Vith,Saint-Vith,10180,true,matched_population_source
bridge_safe_2025_geography,63072,Spa,Spa,9806,true,matched_population_source
bridge_safe_2025_geography,63073,Stavelot,Stavelot,7279,true,matched_population_source
bridge_safe_2025_geography,63075,Stoumont,Stoumont,3233,true,matched_population_source
bridge_safe_2025_geography,63076,Theux,Theux,12144,true,matched_population_source
bridge_safe_2025_geography,63079,Verviers,Verviers,56127,true,matched_population_source
bridge_safe_2025_geography,63080,Waimes,Waimes,7560,true,matched_population_source
bridge_safe_2025_geography,63084,Welkenraedt,Welkenraedt,10521,true,matched_population_source
bridge_safe_2025_geography,63086,Trois-Ponts,Trois-Ponts,2566,true,matched_population_source
bridge_safe_2025_geography,63087,Burg-Reuland,Burg-Reuland,3962,true,matched_population_source
bridge_safe_2025_geography,63088,Plombieres,Plombières,10814,true,matched_population_source
bridge_safe_2025_geography,63089,Thimister-Clermont,Thimister-Clermont,5584,true,matched_population_source
bridge_safe_2025_geography,64008,Berloz,Berloz,3394,true,matched_population_source
bridge_safe_2025_geography,64015,Braives,Braives,6476,true,matched_population_source
bridge_safe_2025_geography,64021,Crisnee,Crisnée,3573,true,matched_population_source
bridge_safe_2025_geography,64023,Donceel,Donceel,3128,true,matched_population_source
bridge_safe_2025_geography,64025,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,3399,true,matched_population_source
bridge_safe_2025_geography,64029,Geer,Geer,3571,true,matched_population_source
bridge_safe_2025_geography,64034,Hannut,Hannut,17202,true,matched_population_source
bridge_safe_2025_geography,64047,Lincent,Lincent,3375,true,matched_population_source
bridge_safe_2025_geography,64056,Oreye,Oreye,4062,true,matched_population_source
bridge_safe_2025_geography,64063,Remicourt,Remicourt,6023,true,matched_population_source
bridge_safe_2025_geography,64065,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,7184,true,matched_population_source
bridge_safe_2025_geography,64074,Waremme,Waremme,15366,true,matched_population_source
bridge_safe_2025_geography,64075,Wasseiges,Wasseiges,3187,true,matched_population_source
bridge_safe_2025_geography,64076,Faimes,Faimes,4192,true,matched_population_source
bridge_safe_2025_geography,71002,As,As,8298,true,matched_population_source
bridge_safe_2025_geography,71004,Beringen,Beringen,48755,true,matched_population_source
bridge_safe_2025_geography,71011,Diepenbeek,Diepenbeek,19788,true,matched_population_source
bridge_safe_2025_geography,71016,Genk,Genk,68058,true,matched_population_source
bridge_safe_2025_geography,71017,Gingelom,Gingelom,8788,true,matched_population_source
bridge_safe_2025_geography,71020,Halen,Halen,9490,true,matched_population_source
bridge_safe_2025_geography,71024,Herk-de-Stad,Herck-la-Ville,12927,true,matched_population_source
bridge_safe_2025_geography,71034,Leopoldsburg,Bourg-Léopold,16858,true,matched_population_source
bridge_safe_2025_geography,71037,Lummen,Lummen,15347,true,matched_population_source
bridge_safe_2025_geography,71045,Nieuwerkerken,Nieuwerkerken,7328,true,matched_population_source
bridge_safe_2025_geography,71053,Sint-Truiden,Saint-Trond,41743,true,matched_population_source
bridge_safe_2025_geography,71066,Zonhoven,Zonhoven,21923,true,matched_population_source
bridge_safe_2025_geography,71067,Zutendaal,Zutendaal,7404,true,matched_population_source
bridge_safe_2025_geography,71070,Heusden-Zolder,Heusden-Zolder,34985,true,matched_population_source
bridge_safe_2025_geography,71071,Tessenderlo-Ham,Tessenderlo-Ham,30645,true,matched_population_source
bridge_safe_2025_geography,71072,Hasselt,Hasselt,90249,true,matched_population_source
bridge_safe_2025_geography,72003,Bocholt,Bocholt,13875,true,matched_population_source
bridge_safe_2025_geography,72004,Bree,Bree,17210,true,matched_population_source
bridge_safe_2025_geography,72018,Kinrooi,Kinrooi,12527,true,matched_population_source
bridge_safe_2025_geography,72020,Lommel,Lommel,35208,true,matched_population_source
bridge_safe_2025_geography,72021,Maaseik,Maaseik,25828,true,matched_population_source
bridge_safe_2025_geography,72030,Peer,Peer,16685,true,matched_population_source
bridge_safe_2025_geography,72037,Hamont-Achel,Hamont-Achel,14568,true,matched_population_source
bridge_safe_2025_geography,72038,Hechtel-Eksel,Hechtel-Eksel,13105,true,matched_population_source
bridge_safe_2025_geography,72039,Houthalen-Helchteren,Houthalen-Helchteren,30945,true,matched_population_source
bridge_safe_2025_geography,72041,Dilsen-Stokkem,Dilsen-Stokkem,21486,true,matched_population_source
bridge_safe_2025_geography,72042,Oudsbergen,Oudsbergen,23871,true,matched_population_source
bridge_safe_2025_geography,72043,Pelt,Pelt,34635,true,matched_population_source
bridge_safe_2025_geography,73001,Alken,Alken,11937,true,matched_population_source
bridge_safe_2025_geography,73022,Heers,Heers,7574,true,matched_population_source
bridge_safe_2025_geography,73028,Herstappe,Herstappe,75,true,matched_population_source
bridge_safe_2025_geography,73042,Lanaken,Lanaken,26457,true,matched_population_source
bridge_safe_2025_geography,73066,Riemst,Riemst,16938,true,matched_population_source
bridge_safe_2025_geography,73098,Wellen,Wellen,7479,true,matched_population_source
bridge_safe_2025_geography,73107,Maasmechelen,Maasmechelen,40486,true,matched_population_source
bridge_safe_2025_geography,73109,Fourons,Fourons,4412,true,matched_population_source
bridge_safe_2025_geography,73110,Bilzen-Hoeselt,Bilzen-Hoeselt,43052,true,matched_population_source
bridge_safe_2025_geography,73111,Tongeren-Borgloon,Tongres-Looz,43980,true,matched_population_source
bridge_safe_2025_geography,81001,Arlon,Arlon,31492,true,matched_population_source
bridge_safe_2025_geography,81003,Attert,Attert,5788,true,matched_population_source
bridge_safe_2025_geography,81004,Aubange,Aubange,17871,true,matched_population_source
bridge_safe_2025_geography,81013,Martelange,Martelange,2124,true,matched_population_source
bridge_safe_2025_geography,81015,Messancy,Messancy,8627,true,matched_population_source
bridge_safe_2025_geography,82009,Fauvillers,Fauvillers,2512,true,matched_population_source
bridge_safe_2025_geography,82014,Houffalize,Houffalize,5336,true,matched_population_source
bridge_safe_2025_geography,82032,Vielsalm,Vielsalm,7853,true,matched_population_source
bridge_safe_2025_geography,82036,Vaux-sur-Sure,Vaux-sur-Sûre,6352,true,matched_population_source
bridge_safe_2025_geography,82037,Gouvy,Gouvy,5452,true,matched_population_source
bridge_safe_2025_geography,82038,Sainte-Ode,Sainte-Ode,2687,true,matched_population_source
bridge_safe_2025_geography,82039,Bastenaken,Bastogne,20940,true,matched_population_source
bridge_safe_2025_geography,83012,Durbuy,Durbuy,11511,true,matched_population_source
bridge_safe_2025_geography,83013,Erezee,Erezée,3356,true,matched_population_source
bridge_safe_2025_geography,83028,Hotton,Hotton,5682,true,matched_population_source
bridge_safe_2025_geography,83031,La Roche-en-Ardenne,La Roche-en-Ardenne,4067,true,matched_population_source
bridge_safe_2025_geography,83034,Marche-en-Famenne,Marche-en-Famenne,17946,true,matched_population_source
bridge_safe_2025_geography,83040,Nassogne,Nassogne,5716,true,matched_population_source
bridge_safe_2025_geography,83044,Rendeux,Rendeux,2717,true,matched_population_source
bridge_safe_2025_geography,83049,Tenneville,Tenneville,2876,true,matched_population_source
bridge_safe_2025_geography,83055,Manhay,Manhay,3762,true,matched_population_source
bridge_safe_2025_geography,84009,Bertrix,Bertrix,9057,true,matched_population_source
bridge_safe_2025_geography,84010,Bouillon,Bouillon,5351,true,matched_population_source
bridge_safe_2025_geography,84016,Daverdisse,Daverdisse,1416,true,matched_population_source
bridge_safe_2025_geography,84029,Herbeumont,Herbeumont,1743,true,matched_population_source
bridge_safe_2025_geography,84033,Leglise,Léglise,5868,true,matched_population_source
bridge_safe_2025_geography,84035,Libin,Libin,5367,true,matched_population_source
bridge_safe_2025_geography,84043,Neufchateau,Neufchâteau,8350,true,matched_population_source
bridge_safe_2025_geography,84050,Paliseul,Paliseul,5530,true,matched_population_source
bridge_safe_2025_geography,84059,Saint-Hubert,Saint-Hubert,5691,true,matched_population_source
bridge_safe_2025_geography,84068,Tellin,Tellin,2519,true,matched_population_source
bridge_safe_2025_geography,84075,Wellin,Wellin,3207,true,matched_population_source
bridge_safe_2025_geography,84077,Libramont-Chevigny,Libramont-Chevigny,12033,true,matched_population_source
bridge_safe_2025_geography,85007,Chiny,Chiny,5265,true,matched_population_source
bridge_safe_2025_geography,85009,Etalle,Etalle,6035,true,matched_population_source
bridge_safe_2025_geography,85011,Florenville,Florenville,5705,true,matched_population_source
bridge_safe_2025_geography,85024,Meix-Devant-Virton,Meix-devant-Virton,2849,true,matched_population_source
bridge_safe_2025_geography,85026,Musson,Musson,4708,true,matched_population_source
bridge_safe_2025_geography,85034,Saint-Leger,Saint-Léger,3809,true,matched_population_source
bridge_safe_2025_geography,85039,Tintigny,Tintigny,4593,true,matched_population_source
bridge_safe_2025_geography,85045,Virton,Virton,11466,true,matched_population_source
bridge_safe_2025_geography,85046,Habay,Habay,8668,true,matched_population_source
bridge_safe_2025_geography,85047,Rouvroy,Rouvroy,2111,true,matched_population_source
bridge_safe_2025_geography,91005,Anhee,Anhée,7109,true,matched_population_source
bridge_safe_2025_geography,91013,Beauraing,Beauraing,9496,true,matched_population_source
bridge_safe_2025_geography,91015,Bievre,Bièvre,3467,true,matched_population_source
bridge_safe_2025_geography,91030,Ciney,Ciney,17220,true,matched_population_source
bridge_safe_2025_geography,91034,Dinant,Dinant,13261,true,matched_population_source
bridge_safe_2025_geography,91054,Gedinne,Gedinne,4661,true,matched_population_source
bridge_safe_2025_geography,91059,Hamois,Hamois,7438,true,matched_population_source
bridge_safe_2025_geography,91064,Havelange,Havelange,5461,true,matched_population_source
bridge_safe_2025_geography,91072,Houyet,Houyet,5215,true,matched_population_source
bridge_safe_2025_geography,91103,Onhaye,Onhaye,3243,true,matched_population_source
bridge_safe_2025_geography,91114,Rochefort,Rochefort,12772,true,matched_population_source
bridge_safe_2025_geography,91120,Somme-Leuze,Somme-Leuze,6191,true,matched_population_source
bridge_safe_2025_geography,91141,Yvoir,Yvoir,9210,true,matched_population_source
bridge_safe_2025_geography,91142,Hastiere,Hastière,6081,true,matched_population_source
bridge_safe_2025_geography,91143,Vresse-sur-Semois,Vresse-sur-Semois,2549,true,matched_population_source
bridge_safe_2025_geography,92003,Andenne,Andenne,28231,true,matched_population_source
bridge_safe_2025_geography,92006,Assesse,Assesse,7343,true,matched_population_source
bridge_safe_2025_geography,92035,Eghezee,Eghezée,16954,true,matched_population_source
bridge_safe_2025_geography,92045,Floreffe,Floreffe,8083,true,matched_population_source
bridge_safe_2025_geography,92048,Fosses-la-Ville,Fosses-la-Ville,10436,true,matched_population_source
bridge_safe_2025_geography,92054,Gesves,Gesves,7445,true,matched_population_source
bridge_safe_2025_geography,92087,Mettet,Mettet,13613,true,matched_population_source
bridge_safe_2025_geography,92094,Namur,Namur,115029,true,matched_population_source
bridge_safe_2025_geography,92097,Ohey,Ohey,5316,true,matched_population_source
bridge_safe_2025_geography,92101,Profondeville,Profondeville,12322,true,matched_population_source
bridge_safe_2025_geography,92114,Sombreffe,Sombreffe,8384,true,matched_population_source
bridge_safe_2025_geography,92137,Sambreville,Sambreville,28638,true,matched_population_source
bridge_safe_2025_geography,92138,Fernelmont,Fernelmont,8175,true,matched_population_source
bridge_safe_2025_geography,92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,19225,true,matched_population_source
bridge_safe_2025_geography,92141,la Bruyere,La Bruyère,9397,true,matched_population_source
bridge_safe_2025_geography,92142,Gembloux,Gembloux,26550,true,matched_population_source
bridge_safe_2025_geography,93010,Cerfontaine,Cerfontaine,4989,true,matched_population_source
bridge_safe_2025_geography,93014,Couvin,Couvin,13919,true,matched_population_source
bridge_safe_2025_geography,93018,Doische,Doische,2973,true,matched_population_source
bridge_safe_2025_geography,93022,Florennes,Florennes,11394,true,matched_population_source
bridge_safe_2025_geography,93056,Philippeville,Philippeville,9589,true,matched_population_source
bridge_safe_2025_geography,93088,Walcourt,Walcourt,18353,true,matched_population_source
bridge_safe_2025_geography,93090,Viroinval,Viroinval,5616,true,matched_population_source
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23098,,Drogenbos,6040,true,extra_population_row_facility_language_layer_or_non_runtime
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23099,,Kraainem,13940,true,extra_population_row_facility_language_layer_or_non_runtime
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23100,,Linkebeek,4646,true,extra_population_row_facility_language_layer_or_non_runtime
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23101,,Rhode-Saint-Genèse,18700,true,extra_population_row_facility_language_layer_or_non_runtime
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23102,,Wemmel,18292,true,extra_population_row_facility_language_layer_or_non_runtime
active_2025_refnis_extra_not_in_first_bridge_safe_layer,23103,,Wezembeek-Oppem,14760,true,extra_population_row_facility_language_layer_or_non_runtime
