source_file,view_id,factor_candidate,value_column,raw_rows,unique_municipality_labels,blank_municipality_rows,matched_refnis_2024_labels,unmatched_labels_count,unmatched_labels_sample,sha256,candidate_status,promotion_blocker
population-largest.csv,09de639d-668b-41fb-b8ec-eb82b3546407,population,Totale bevolking,590,590,1,572,18,;Blégny;Fontaine-l’Evêque;Knesselare;Kruishoutem;Lovendegem;Meeuwen-Gruitrode;Mont-de-l’Enclus;Neerpelt;Nevele;Opglabbeek;Overpelt;Puurs;Sint-Amands;Waarschoot;Zingem;Zomergem;’s Gravenbrakel,3d1570b818956350e2ab012c010dbac0aa16356d17a3bec02eb71dd5a0e71e48,blocked_label_only_legacy_source,be.STAT export has municipality labels but no NIS/REFNIS code and includes pre-2019 municipality names; do not join to 2024/2025 Belgium app geography.
population-smallest.csv,7f224e61-45b4-4f6c-87f8-b9cc05bcd771,population,Totale bevolking,590,590,1,572,18,;Blégny;Fontaine-l’Evêque;Knesselare;Kruishoutem;Lovendegem;Meeuwen-Gruitrode;Mont-de-l’Enclus;Neerpelt;Nevele;Opglabbeek;Overpelt;Puurs;Sint-Amands;Waarschoot;Zingem;Zomergem;’s Gravenbrakel,ac341fc01cbb3d9c3db452f043468e74fd4fed13669b4af67a9fa973d4b76255,blocked_label_only_legacy_source,be.STAT export has municipality labels but no NIS/REFNIS code and includes pre-2019 municipality names; do not join to 2024/2025 Belgium app geography.
density-highest.csv,ed4bcba6-132d-4959-8161-1b5e4497b376,population_density,Bevolkingsdichtheid,590,590,1,572,18,;Blégny;Fontaine-l’Evêque;Knesselare;Kruishoutem;Lovendegem;Meeuwen-Gruitrode;Mont-de-l’Enclus;Neerpelt;Nevele;Opglabbeek;Overpelt;Puurs;Sint-Amands;Waarschoot;Zingem;Zomergem;’s Gravenbrakel,8d372d043e8a6459a0563f29fae146da379b7eb20c14606794badb62a8741abe,blocked_label_only_legacy_source,be.STAT export has municipality labels but no NIS/REFNIS code and includes pre-2019 municipality names; do not join to 2024/2025 Belgium app geography.
age65-highest.csv,8c000d33-f325-4743-aafa-55275ef16f96,age65_pct,Bevolking van 65 jaar of ouder,590,590,1,572,18,;Blégny;Fontaine-l’Evêque;Knesselare;Kruishoutem;Lovendegem;Meeuwen-Gruitrode;Mont-de-l’Enclus;Neerpelt;Nevele;Opglabbeek;Overpelt;Puurs;Sint-Amands;Waarschoot;Zingem;Zomergem;’s Gravenbrakel,591f6480eca473c78ba131550c0dfa4c02fdf2d08c4be0eda1515c532ef6b54e,blocked_label_only_legacy_source,be.STAT export has municipality labels but no NIS/REFNIS code and includes pre-2019 municipality names; do not join to 2024/2025 Belgium app geography.
