factor_id,coverage_scope,public_geography_id,bridge_municipality,factor_municipality,factor_value,factor_match,coverage_status
age65,bridge_safe_2025_geography,51009,Bernissart,Bernissart,20.145221,true,matched_factor_source
age65,bridge_safe_2025_geography,51012,Brugelette,Brugelette,16.739522,true,matched_factor_source
age65,bridge_safe_2025_geography,51014,Chievres,Chièvres,18.575634,true,matched_factor_source
age65,bridge_safe_2025_geography,51017,Ellezelles,Ellezelles,23.402447,true,matched_factor_source
age65,bridge_safe_2025_geography,51019,Flobecq,Flobecq,23.22618,true,matched_factor_source
age65,bridge_safe_2025_geography,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,21.284088,true,matched_factor_source
age65,bridge_safe_2025_geography,51067,Enghien,Enghien,20.024486,true,matched_factor_source
age65,bridge_safe_2025_geography,51068,Silly,Silly,22.749377,true,matched_factor_source
age65,bridge_safe_2025_geography,51069,Lessines,Lessines,20.115338,true,matched_factor_source
age65,bridge_safe_2025_geography,52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,20.747688,true,matched_factor_source
age65,bridge_safe_2025_geography,52011,Charleroi,Charleroi,18.235863,true,matched_factor_source
age65,bridge_safe_2025_geography,52012,Chatelet,Châtelet,20.222377,true,matched_factor_source
age65,bridge_safe_2025_geography,52015,Courcelles,Courcelles,19.467685,true,matched_factor_source
age65,bridge_safe_2025_geography,52018,Farciennes,Farciennes,17.401554,true,matched_factor_source
age65,bridge_safe_2025_geography,52021,Fleurus,Fleurus,21.00968,true,matched_factor_source
age65,bridge_safe_2025_geography,52022,Fontaine-l'Eveque,Fontaine-l’Evêque,20.275732,true,matched_factor_source
age65,bridge_safe_2025_geography,52025,Gerpinnes,Gerpinnes,27.711125,true,matched_factor_source
age65,bridge_safe_2025_geography,52048,Montigny-le-Tilleul,Montigny-le-Tilleul,26.310584,true,matched_factor_source
age65,bridge_safe_2025_geography,52055,Pont-a-Celles,Pont-à-Celles,20.161153,true,matched_factor_source
age65,bridge_safe_2025_geography,52074,Aiseau-Presles,Aiseau-Presles,20.384896,true,matched_factor_source
age65,bridge_safe_2025_geography,52075,Les Bons Villers,Les Bons Villers,22.363431,true,matched_factor_source
age65,bridge_safe_2025_geography,53014,Boussu,Boussu,20.423084,true,matched_factor_source
age65,bridge_safe_2025_geography,53020,Dour,Dour,20.546626,true,matched_factor_source
age65,bridge_safe_2025_geography,53028,Frameries,Frameries,21.050671,true,matched_factor_source
age65,bridge_safe_2025_geography,53039,Hensies,Hensies,21.572935,true,matched_factor_source
age65,bridge_safe_2025_geography,53044,Jurbise,Jurbise,20.317082,true,matched_factor_source
age65,bridge_safe_2025_geography,53046,Lens,Lens,18.59809,true,matched_factor_source
age65,bridge_safe_2025_geography,53053,Mons,Mons,19.460842,true,matched_factor_source
age65,bridge_safe_2025_geography,53065,Quaregnon,Quaregnon,20.575245,true,matched_factor_source
age65,bridge_safe_2025_geography,53068,Quievrain,Quiévrain,20.518833,true,matched_factor_source
age65,bridge_safe_2025_geography,53070,Saint-Ghislain,Saint-Ghislain,22.983854,true,matched_factor_source
age65,bridge_safe_2025_geography,53082,Colfontaine,Colfontaine,18.120514,true,matched_factor_source
age65,bridge_safe_2025_geography,53083,Honnelles,Honnelles,21.393523,true,matched_factor_source
age65,bridge_safe_2025_geography,53084,Quevy,Quévy,20.588948,true,matched_factor_source
age65,bridge_safe_2025_geography,55004,Braine-le-Comte,Braine-le-Comte,19.481503,true,matched_factor_source
age65,bridge_safe_2025_geography,55035,Le Roeulx,Le Roeulx,21.879302,true,matched_factor_source
age65,bridge_safe_2025_geography,55040,Soignies,Soignies,20.097289,true,matched_factor_source
age65,bridge_safe_2025_geography,55050,Ecaussinnes,Ecaussinnes,18.891948,true,matched_factor_source
age65,bridge_safe_2025_geography,55085,Seneffe,Seneffe,20.893845,true,matched_factor_source
age65,bridge_safe_2025_geography,55086,Manage,Manage,18.895625,true,matched_factor_source
age65,bridge_safe_2025_geography,56001,Anderlues,Anderlues,19.470512,true,matched_factor_source
age65,bridge_safe_2025_geography,56005,Beaumont,Beaumont,21.973536,true,matched_factor_source
age65,bridge_safe_2025_geography,56016,Chimay,Chimay,24.6929,true,matched_factor_source
age65,bridge_safe_2025_geography,56022,Erquelinnes,Erquelinnes,20.199175,true,matched_factor_source
age65,bridge_safe_2025_geography,56029,Froidchapelle,Froidchapelle,22.905726,true,matched_factor_source
age65,bridge_safe_2025_geography,56044,Lobbes,Lobbes,22.420168,true,matched_factor_source
age65,bridge_safe_2025_geography,56049,Merbes-le-Chateau,Merbes-le-Château,19.222514,true,matched_factor_source
age65,bridge_safe_2025_geography,56051,Momignies,Momignies,21.288838,true,matched_factor_source
age65,bridge_safe_2025_geography,56078,Thuin,Thuin,25.435774,true,matched_factor_source
age65,bridge_safe_2025_geography,56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,25.599018,true,matched_factor_source
age65,bridge_safe_2025_geography,56088,Sivry-Rance,Sivry-Rance,22.659486,true,matched_factor_source
age65,bridge_safe_2025_geography,57003,Antoing,Antoing,20.257827,true,matched_factor_source
age65,bridge_safe_2025_geography,57018,Celles (lez-Tournai),Celles,21.423587,true,matched_factor_source
age65,bridge_safe_2025_geography,57027,Estaimpuis,Estaimpuis,18.570774,true,matched_factor_source
age65,bridge_safe_2025_geography,57062,Pecq,Pecq,20.026814,true,matched_factor_source
age65,bridge_safe_2025_geography,57064,Peruwelz,Péruwelz,20.443804,true,matched_factor_source
age65,bridge_safe_2025_geography,57072,Rumes,Rumes,21.734255,true,matched_factor_source
age65,bridge_safe_2025_geography,57081,Tournai,Tournai,22.830336,true,matched_factor_source
age65,bridge_safe_2025_geography,57093,Brunehaut,Brunehaut,19.33531,true,matched_factor_source
age65,bridge_safe_2025_geography,57094,Leuze-en-Hainaut,Leuze-en-Hainaut,21.010058,true,matched_factor_source
age65,bridge_safe_2025_geography,57095,Mont-de-l'Enclus,Mont-de-l’Enclus,19.015369,true,matched_factor_source
age65,bridge_safe_2025_geography,57096,Mouscron,Mouscron,19.807979,true,matched_factor_source
age65,bridge_safe_2025_geography,57097,Comines-Warneton,Comines-Warneton,21.923876,true,matched_factor_source
age65,bridge_safe_2025_geography,58001,La Louvière,La Louvière,20.182016,true,matched_factor_source
age65,bridge_safe_2025_geography,58002,Binche,Binche,21.896516,true,matched_factor_source
age65,bridge_safe_2025_geography,58003,Estinnes,Estinnes,20.207516,true,matched_factor_source
age65,bridge_safe_2025_geography,58004,Morlanwelz,Morlanwelz,22.02894,true,matched_factor_source
age65,bridge_safe_2025_geography,61003,Amay,Amay,19.761182,true,matched_factor_source
age65,bridge_safe_2025_geography,61010,Burdinne,Burdinne,16.121212,true,matched_factor_source
age65,bridge_safe_2025_geography,61012,Clavier,Clavier,18.380744,true,matched_factor_source
age65,bridge_safe_2025_geography,61019,Ferrieres,Ferrières,21.518987,true,matched_factor_source
age65,bridge_safe_2025_geography,61024,Hamoir,Hamoir,22.445738,true,matched_factor_source
age65,bridge_safe_2025_geography,61028,Heron,Héron,14.701188,true,matched_factor_source
age65,bridge_safe_2025_geography,61031,Huy,Huy,22.160361,true,matched_factor_source
age65,bridge_safe_2025_geography,61039,Marchin,Marchin,18.101933,true,matched_factor_source
age65,bridge_safe_2025_geography,61041,Modave,Modave,19.875479,true,matched_factor_source
age65,bridge_safe_2025_geography,61043,Nandrin,Nandrin,24.934612,true,matched_factor_source
age65,bridge_safe_2025_geography,61048,Ouffet,Ouffet,20.218003,true,matched_factor_source
age65,bridge_safe_2025_geography,61063,Verlaine,Verlaine,19.274635,true,matched_factor_source
age65,bridge_safe_2025_geography,61068,Villers-le-Bouillet,Villers-Le-Bouillet,17.005625,true,matched_factor_source
age65,bridge_safe_2025_geography,61072,Wanze,Wanze,21.340639,true,matched_factor_source
age65,bridge_safe_2025_geography,61079,Anthisnes,Anthisnes,21.667067,true,matched_factor_source
age65,bridge_safe_2025_geography,61080,Engis,Engis,16.476913,true,matched_factor_source
age65,bridge_safe_2025_geography,61081,Tinlot,Tinlot,21.293992,true,matched_factor_source
age65,bridge_safe_2025_geography,62003,Ans,Ans,22.020637,true,matched_factor_source
age65,bridge_safe_2025_geography,62006,Awans,Awans,24.655927,true,matched_factor_source
age65,bridge_safe_2025_geography,62009,Aywaille,Aywaille,21.401646,true,matched_factor_source
age65,bridge_safe_2025_geography,62011,Bassenge,Bassenge,21.017772,true,matched_factor_source
age65,bridge_safe_2025_geography,62015,Beyne-Heusay,Beyne-Heusay,20.495909,true,matched_factor_source
age65,bridge_safe_2025_geography,62022,Chaudfontaine,Chaudfontaine,27.912302,true,matched_factor_source
age65,bridge_safe_2025_geography,62026,Comblain-au-Pont,Comblain-au-Pont,21.284472,true,matched_factor_source
age65,bridge_safe_2025_geography,62027,Dalhem,Dalhem,20.415584,true,matched_factor_source
age65,bridge_safe_2025_geography,62032,Esneux,Esneux,26.0036,true,matched_factor_source
age65,bridge_safe_2025_geography,62038,Fleron,Fléron,26.034891,true,matched_factor_source
age65,bridge_safe_2025_geography,62051,Herstal,Herstal,19.17182,true,matched_factor_source
age65,bridge_safe_2025_geography,62060,Juprelle,Juprelle,22.134786,true,matched_factor_source
age65,bridge_safe_2025_geography,62063,Liege,Liège,18.216373,true,matched_factor_source
age65,bridge_safe_2025_geography,62079,Oupeye,Oupeye,22.476571,true,matched_factor_source
age65,bridge_safe_2025_geography,62093,Saint-Nicolas (Liège),Saint-Nicolas,19.103918,true,matched_factor_source
age65,bridge_safe_2025_geography,62096,Seraing,Seraing,18.992033,true,matched_factor_source
age65,bridge_safe_2025_geography,62099,Soumagne,Soumagne,21.560005,true,matched_factor_source
age65,bridge_safe_2025_geography,62100,Sprimont,Sprimont,22.166247,true,matched_factor_source
age65,bridge_safe_2025_geography,62108,Vise,Visé,22.605957,true,matched_factor_source
age65,bridge_safe_2025_geography,62118,Grace-Hollogne,Grâce-Hollogne,19.445039,true,matched_factor_source
age65,bridge_safe_2025_geography,62119,Blegny,Blegny,23.135095,true,matched_factor_source
age65,bridge_safe_2025_geography,62120,Flemalle,Flémalle,19.899142,true,matched_factor_source
age65,bridge_safe_2025_geography,62121,Neupre,Neupré,27.458852,true,matched_factor_source
age65,bridge_safe_2025_geography,62122,Trooz,Trooz,18.745476,true,matched_factor_source
age65,bridge_safe_2025_geography,63001,Amel,Amblève,20.492384,true,matched_factor_source
age65,bridge_safe_2025_geography,63003,Aubel,Aubel,25.212665,true,matched_factor_source
age65,bridge_safe_2025_geography,63004,Baelen,Baelen,19.805051,true,matched_factor_source
age65,bridge_safe_2025_geography,63012,Bullange,Bullange,22.996897,true,matched_factor_source
age65,bridge_safe_2025_geography,63013,Butgenbach,Butgenbach,23.885407,true,matched_factor_source
age65,bridge_safe_2025_geography,63020,Dison,Dison,15.678353,true,matched_factor_source
age65,bridge_safe_2025_geography,63023,Eupen,Eupen,21.722512,true,matched_factor_source
age65,bridge_safe_2025_geography,63035,Herve,Herve,22.01212,true,matched_factor_source
age65,bridge_safe_2025_geography,63038,Jalhay,Jalhay,23.536737,true,matched_factor_source
age65,bridge_safe_2025_geography,63040,La Calamine,La Calamine,22.793858,true,matched_factor_source
age65,bridge_safe_2025_geography,63045,Lierneux,Lierneux,19.418541,true,matched_factor_source
age65,bridge_safe_2025_geography,63046,Limbourg,Limbourg,21.467631,true,matched_factor_source
age65,bridge_safe_2025_geography,63048,Lontzen,Lontzen,20.032895,true,matched_factor_source
age65,bridge_safe_2025_geography,63049,Malmedy,Malmedy,23.726201,true,matched_factor_source
age65,bridge_safe_2025_geography,63057,Olne,Olne,21.512324,true,matched_factor_source
age65,bridge_safe_2025_geography,63058,Pepinster,Pepinster,19.102441,true,matched_factor_source
age65,bridge_safe_2025_geography,63061,Raeren,Raeren,22.593126,true,matched_factor_source
age65,bridge_safe_2025_geography,63067,Saint-Vith,Saint-Vith,21.322736,true,matched_factor_source
age65,bridge_safe_2025_geography,63072,Spa,Spa,27.703316,true,matched_factor_source
age65,bridge_safe_2025_geography,63073,Stavelot,Stavelot,21.991414,true,matched_factor_source
age65,bridge_safe_2025_geography,63075,Stoumont,Stoumont,22.016651,true,matched_factor_source
age65,bridge_safe_2025_geography,63076,Theux,Theux,21.838326,true,matched_factor_source
age65,bridge_safe_2025_geography,63079,Verviers,Verviers,19.344274,true,matched_factor_source
age65,bridge_safe_2025_geography,63080,Waimes,Waimes,21.345029,true,matched_factor_source
age65,bridge_safe_2025_geography,63084,Welkenraedt,Welkenraedt,21.023644,true,matched_factor_source
age65,bridge_safe_2025_geography,63086,Trois-Ponts,Trois-Ponts,21.771654,true,matched_factor_source
age65,bridge_safe_2025_geography,63087,Burg-Reuland,Burg-Reuland,20.11159,true,matched_factor_source
age65,bridge_safe_2025_geography,63088,Plombieres,Plombières,20.715754,true,matched_factor_source
age65,bridge_safe_2025_geography,63089,Thimister-Clermont,Thimister-Clermont,20.484503,true,matched_factor_source
age65,bridge_safe_2025_geography,64008,Berloz,Berloz,15.703444,true,matched_factor_source
age65,bridge_safe_2025_geography,64015,Braives,Braives,17.940861,true,matched_factor_source
age65,bridge_safe_2025_geography,64021,Crisnee,Crisnée,21.08484,true,matched_factor_source
age65,bridge_safe_2025_geography,64023,Donceel,Donceel,18.132395,true,matched_factor_source
age65,bridge_safe_2025_geography,64025,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,20.36385,true,matched_factor_source
age65,bridge_safe_2025_geography,64029,Geer,Geer,16.238122,true,matched_factor_source
age65,bridge_safe_2025_geography,64034,Hannut,Hannut,21.734605,true,matched_factor_source
age65,bridge_safe_2025_geography,64047,Lincent,Lincent,20.766306,true,matched_factor_source
age65,bridge_safe_2025_geography,64056,Oreye,Oreye,17.990711,true,matched_factor_source
age65,bridge_safe_2025_geography,64063,Remicourt,Remicourt,19.754539,true,matched_factor_source
age65,bridge_safe_2025_geography,64065,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,19.397993,true,matched_factor_source
age65,bridge_safe_2025_geography,64074,Waremme,Waremme,24.800674,true,matched_factor_source
age65,bridge_safe_2025_geography,64075,Wasseiges,Wasseiges,17.641539,true,matched_factor_source
age65,bridge_safe_2025_geography,64076,Faimes,Faimes,18.730613,true,matched_factor_source
age65,bridge_safe_2025_geography,71002,As,As,21.905686,true,matched_factor_source
age65,bridge_safe_2025_geography,71004,Beringen,Beringen,20.251254,true,matched_factor_source
age65,bridge_safe_2025_geography,71011,Diepenbeek,Diepenbeek,23.954296,true,matched_factor_source
age65,bridge_safe_2025_geography,71016,Genk,Genk,22.187633,true,matched_factor_source
age65,bridge_safe_2025_geography,71017,Gingelom,Gingelom,20.902342,true,matched_factor_source
age65,bridge_safe_2025_geography,71020,Halen,Halen,24.593072,true,matched_factor_source
age65,bridge_safe_2025_geography,71024,Herk-de-Stad,Herck-la-Ville,24.015687,true,matched_factor_source
age65,bridge_safe_2025_geography,71034,Leopoldsburg,Bourg-Léopold,21.958405,true,matched_factor_source
age65,bridge_safe_2025_geography,71037,Lummen,Lummen,24.566399,true,matched_factor_source
age65,bridge_safe_2025_geography,71045,Nieuwerkerken,Nieuwerkerken,23.324251,true,matched_factor_source
age65,bridge_safe_2025_geography,71053,Sint-Truiden,Saint-Trond,25.257818,true,matched_factor_source
age65,bridge_safe_2025_geography,71066,Zonhoven,Zonhoven,23.58148,true,matched_factor_source
age65,bridge_safe_2025_geography,71067,Zutendaal,Zutendaal,26.45446,true,matched_factor_source
age65,bridge_safe_2025_geography,71070,Heusden-Zolder,Heusden-Zolder,21.54887,true,matched_factor_source
age65,bridge_safe_2025_geography,71071,Tessenderlo-Ham,Tessenderlo-Ham,22.405683,true,matched_factor_source
age65,bridge_safe_2025_geography,71072,Hasselt,Hasselt,24.782762,true,matched_factor_source
age65,bridge_safe_2025_geography,72003,Bocholt,Bocholt,23.242581,true,matched_factor_source
age65,bridge_safe_2025_geography,72004,Bree,Bree,23.792528,true,matched_factor_source
age65,bridge_safe_2025_geography,72018,Kinrooi,Kinrooi,24.227461,true,matched_factor_source
age65,bridge_safe_2025_geography,72020,Lommel,Lommel,23.976757,true,matched_factor_source
age65,bridge_safe_2025_geography,72021,Maaseik,Maaseik,24.497992,true,matched_factor_source
age65,bridge_safe_2025_geography,72030,Peer,Peer,23.677627,true,matched_factor_source
age65,bridge_safe_2025_geography,72037,Hamont-Achel,Hamont-Achel,24.746088,true,matched_factor_source
age65,bridge_safe_2025_geography,72038,Hechtel-Eksel,Hechtel-Eksel,22.186569,true,matched_factor_source
age65,bridge_safe_2025_geography,72039,Houthalen-Helchteren,Houthalen-Helchteren,22.0603,true,matched_factor_source
age65,bridge_safe_2025_geography,72041,Dilsen-Stokkem,Dilsen-Stokkem,21.621996,true,matched_factor_source
age65,bridge_safe_2025_geography,72042,Oudsbergen,Oudsbergen,23.128515,true,matched_factor_source
age65,bridge_safe_2025_geography,72043,Pelt,Pelt,23.831345,true,matched_factor_source
age65,bridge_safe_2025_geography,73001,Alken,Alken,24.61693,true,matched_factor_source
age65,bridge_safe_2025_geography,73022,Heers,Heers,22.79131,true,matched_factor_source
age65,bridge_safe_2025_geography,73028,Herstappe,Herstappe,23.076923,true,matched_factor_source
age65,bridge_safe_2025_geography,73042,Lanaken,Lanaken,25.161242,true,matched_factor_source
age65,bridge_safe_2025_geography,73066,Riemst,Riemst,23.30373,true,matched_factor_source
age65,bridge_safe_2025_geography,73098,Wellen,Wellen,25.383801,true,matched_factor_source
age65,bridge_safe_2025_geography,73107,Maasmechelen,Maasmechelen,21.039038,true,matched_factor_source
age65,bridge_safe_2025_geography,73109,Fourons,Fourons,23.754266,true,matched_factor_source
age65,bridge_safe_2025_geography,73110,Bilzen-Hoeselt,Bilzen-Hoeselt,23.66059,true,matched_factor_source
age65,bridge_safe_2025_geography,73111,Tongeren-Borgloon,Tongres-Looz,24.634372,true,matched_factor_source
age65,bridge_safe_2025_geography,81001,Arlon,Arlon,16.631679,true,matched_factor_source
age65,bridge_safe_2025_geography,81003,Attert,Attert,15.487637,true,matched_factor_source
age65,bridge_safe_2025_geography,81004,Aubange,Aubange,15.914822,true,matched_factor_source
age65,bridge_safe_2025_geography,81013,Martelange,Martelange,12.698413,true,matched_factor_source
age65,bridge_safe_2025_geography,81015,Messancy,Messancy,17.656594,true,matched_factor_source
age65,bridge_safe_2025_geography,82009,Fauvillers,Fauvillers,14.156151,true,matched_factor_source
age65,bridge_safe_2025_geography,82014,Houffalize,Houffalize,20.167131,true,matched_factor_source
age65,bridge_safe_2025_geography,82032,Vielsalm,Vielsalm,21.348884,true,matched_factor_source
age65,bridge_safe_2025_geography,82036,Vaux-sur-Sure,Vaux-sur-Sûre,13.62782,true,matched_factor_source
age65,bridge_safe_2025_geography,82037,Gouvy,Gouvy,18.845657,true,matched_factor_source
age65,bridge_safe_2025_geography,82038,Sainte-Ode,Sainte-Ode,18.588322,true,matched_factor_source
age65,bridge_safe_2025_geography,82039,Bastenaken,Bastogne,16.772965,true,matched_factor_source
age65,bridge_safe_2025_geography,83012,Durbuy,Durbuy,24.243224,true,matched_factor_source
age65,bridge_safe_2025_geography,83013,Erezee,Erezée,24.792162,true,matched_factor_source
age65,bridge_safe_2025_geography,83028,Hotton,Hotton,20.705387,true,matched_factor_source
age65,bridge_safe_2025_geography,83031,La Roche-en-Ardenne,La Roche-en-Ardenne,24.438964,true,matched_factor_source
age65,bridge_safe_2025_geography,83034,Marche-en-Famenne,Marche-en-Famenne,21.613817,true,matched_factor_source
age65,bridge_safe_2025_geography,83040,Nassogne,Nassogne,20.091005,true,matched_factor_source
age65,bridge_safe_2025_geography,83044,Rendeux,Rendeux,20.707255,true,matched_factor_source
age65,bridge_safe_2025_geography,83049,Tenneville,Tenneville,20.926184,true,matched_factor_source
age65,bridge_safe_2025_geography,83055,Manhay,Manhay,18.58126,true,matched_factor_source
age65,bridge_safe_2025_geography,84009,Bertrix,Bertrix,20.735456,true,matched_factor_source
age65,bridge_safe_2025_geography,84010,Bouillon,Bouillon,27.437642,true,matched_factor_source
age65,bridge_safe_2025_geography,84016,Daverdisse,Daverdisse,24.051539,true,matched_factor_source
age65,bridge_safe_2025_geography,84029,Herbeumont,Herbeumont,19.757366,true,matched_factor_source
age65,bridge_safe_2025_geography,84033,Leglise,Léglise,11.993901,true,matched_factor_source
age65,bridge_safe_2025_geography,84035,Libin,Libin,19.421258,true,matched_factor_source
age65,bridge_safe_2025_geography,84043,Neufchateau,Neufchâteau,15.867907,true,matched_factor_source
age65,bridge_safe_2025_geography,84050,Paliseul,Paliseul,20.530751,true,matched_factor_source
age65,bridge_safe_2025_geography,84059,Saint-Hubert,Saint-Hubert,21.77321,true,matched_factor_source
age65,bridge_safe_2025_geography,84068,Tellin,Tellin,20.603414,true,matched_factor_source
age65,bridge_safe_2025_geography,84075,Wellin,Wellin,23.69639,true,matched_factor_source
age65,bridge_safe_2025_geography,84077,Libramont-Chevigny,Libramont-Chevigny,18.574389,true,matched_factor_source
age65,bridge_safe_2025_geography,85007,Chiny,Chiny,20.585982,true,matched_factor_source
age65,bridge_safe_2025_geography,85009,Etalle,Etalle,15.761589,true,matched_factor_source
age65,bridge_safe_2025_geography,85011,Florenville,Florenville,27.512762,true,matched_factor_source
age65,bridge_safe_2025_geography,85024,Meix-Devant-Virton,Meix-devant-Virton,21.529745,true,matched_factor_source
age65,bridge_safe_2025_geography,85026,Musson,Musson,16.776246,true,matched_factor_source
age65,bridge_safe_2025_geography,85034,Saint-Leger,Saint-Léger,16.684183,true,matched_factor_source
age65,bridge_safe_2025_geography,85039,Tintigny,Tintigny,16.461704,true,matched_factor_source
age65,bridge_safe_2025_geography,85045,Virton,Virton,21.150489,true,matched_factor_source
age65,bridge_safe_2025_geography,85046,Habay,Habay,15.930726,true,matched_factor_source
age65,bridge_safe_2025_geography,85047,Rouvroy,Rouvroy,22.126848,true,matched_factor_source
age65,bridge_safe_2025_geography,91005,Anhee,Anhée,21.666197,true,matched_factor_source
age65,bridge_safe_2025_geography,91013,Beauraing,Beauraing,22.957568,true,matched_factor_source
age65,bridge_safe_2025_geography,91015,Bievre,Bièvre,22.400919,true,matched_factor_source
age65,bridge_safe_2025_geography,91030,Ciney,Ciney,21.604434,true,matched_factor_source
age65,bridge_safe_2025_geography,91034,Dinant,Dinant,23.48643,true,matched_factor_source
age65,bridge_safe_2025_geography,91054,Gedinne,Gedinne,24.269567,true,matched_factor_source
age65,bridge_safe_2025_geography,91059,Hamois,Hamois,17.515329,true,matched_factor_source
age65,bridge_safe_2025_geography,91064,Havelange,Havelange,19.452608,true,matched_factor_source
age65,bridge_safe_2025_geography,91072,Houyet,Houyet,20.32147,true,matched_factor_source
age65,bridge_safe_2025_geography,91103,Onhaye,Onhaye,20.784795,true,matched_factor_source
age65,bridge_safe_2025_geography,91114,Rochefort,Rochefort,21.276262,true,matched_factor_source
age65,bridge_safe_2025_geography,91120,Somme-Leuze,Somme-Leuze,18.004132,true,matched_factor_source
age65,bridge_safe_2025_geography,91141,Yvoir,Yvoir,20.72297,true,matched_factor_source
age65,bridge_safe_2025_geography,91142,Hastiere,Hastière,27.332565,true,matched_factor_source
age65,bridge_safe_2025_geography,91143,Vresse-sur-Semois,Vresse-sur-Semois,30.900243,true,matched_factor_source
age65,bridge_safe_2025_geography,92003,Andenne,Andenne,20.177768,true,matched_factor_source
age65,bridge_safe_2025_geography,92006,Assesse,Assesse,17.85811,true,matched_factor_source
age65,bridge_safe_2025_geography,92035,Eghezee,Eghezée,19.858574,true,matched_factor_source
age65,bridge_safe_2025_geography,92045,Floreffe,Floreffe,19.413874,true,matched_factor_source
age65,bridge_safe_2025_geography,92048,Fosses-la-Ville,Fosses-la-Ville,19.347475,true,matched_factor_source
age65,bridge_safe_2025_geography,92054,Gesves,Gesves,18.680583,true,matched_factor_source
age65,bridge_safe_2025_geography,92087,Mettet,Mettet,19.556629,true,matched_factor_source
age65,bridge_safe_2025_geography,92094,Namur,Namur,21.561274,true,matched_factor_source
age65,bridge_safe_2025_geography,92097,Ohey,Ohey,18.013343,true,matched_factor_source
age65,bridge_safe_2025_geography,92101,Profondeville,Profondeville,21.762839,true,matched_factor_source
age65,bridge_safe_2025_geography,92114,Sombreffe,Sombreffe,19.012405,true,matched_factor_source
age65,bridge_safe_2025_geography,92137,Sambreville,Sambreville,20.614265,true,matched_factor_source
age65,bridge_safe_2025_geography,92138,Fernelmont,Fernelmont,18.599269,true,matched_factor_source
age65,bridge_safe_2025_geography,92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,18.208273,true,matched_factor_source
age65,bridge_safe_2025_geography,92141,la Bruyere,La Bruyère,18.964786,true,matched_factor_source
age65,bridge_safe_2025_geography,92142,Gembloux,Gembloux,19.828397,true,matched_factor_source
age65,bridge_safe_2025_geography,93010,Cerfontaine,Cerfontaine,20.215311,true,matched_factor_source
age65,bridge_safe_2025_geography,93014,Couvin,Couvin,23.824226,true,matched_factor_source
age65,bridge_safe_2025_geography,93018,Doische,Doische,23.243977,true,matched_factor_source
age65,bridge_safe_2025_geography,93022,Florennes,Florennes,20.780129,true,matched_factor_source
age65,bridge_safe_2025_geography,93056,Philippeville,Philippeville,22.523179,true,matched_factor_source
age65,bridge_safe_2025_geography,93088,Walcourt,Walcourt,22.412477,true,matched_factor_source
age65,bridge_safe_2025_geography,93090,Viroinval,Viroinval,26.510127,true,matched_factor_source
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23098,,Drogenbos,16.845228,true,extra_factor_row_facility_language_layer_or_non_runtime
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23099,,Kraainem,19.149088,true,extra_factor_row_facility_language_layer_or_non_runtime
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23100,,Linkebeek,21.891718,true,extra_factor_row_facility_language_layer_or_non_runtime
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23101,,Rhode-Saint-Genèse,21.48534,true,extra_factor_row_facility_language_layer_or_non_runtime
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23102,,Wemmel,19.107827,true,extra_factor_row_facility_language_layer_or_non_runtime
age65,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23103,,Wezembeek-Oppem,20.810449,true,extra_factor_row_facility_language_layer_or_non_runtime
