country_id,factor_id,year,reference_period,geography_version,public_geography_type,public_geography_id,municipality,refnis_label_french,refnis_label_dutch,refnis_label_german,population,area_km2,value,unit,source_name,provenance_ref,comparability_status
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23052,Merchtem,Merchtem,Merchtem,Merchtem,18361,36.902379,497.556,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23060,Opwijk,Opwijk,Opwijk,Opwijk,15006,19.919285,753.3403,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23062,Overijse,Overijse,Overijse,Overijse,26250,44.987914,583.49,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23064,Pepingen,Pepingen,Pepingen,Pepingen,4564,35.928348,127.0306,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23077,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,36732,40.667506,903.2273,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23081,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,12727,23.628612,538.6266,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23086,Ternat,Ternat,Ternat,Ternat,16691,24.709958,675.4767,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23088,Vilvorde,Vilvorde,Vilvoorde,Vilvoorde,48040,21.573436,2226.8126,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23094,Zaventem,Zaventem,Zaventem,Zaventem,37271,27.720325,1344.5369,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23096,Zemst,Zemst,Zemst,Zemst,23369,43.228354,540.5943,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23097,Roosdaal,Roosdaal,Roosdaal,Roosdaal,12021,21.919017,548.4279,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23098,Drogenbos,Drogenbos,Drogenbos,Drogenbos,6040,2.495986,2419.8854,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23099,Kraainem,Kraainem,Kraainem,Kraainem,13940,5.835779,2388.7128,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23100,Linkebeek,Linkebeek,Linkebeek,Linkebeek,4646,4.189119,1109.0637,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23101,Rhode-Saint-Genèse,Rhode-Saint-Genèse,Sint-Genesius-Rode,Sint-Genesius-Rode,18700,22.750797,821.9492,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23102,Wemmel,Wemmel,Wemmel,Wemmel,18292,8.772901,2085.0572,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23103,Wezembeek-Oppem,Wezembeek-Oppem,Wezembeek-Oppem,Wezembeek-Oppem,14760,6.863938,2150.3691,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23104,Lennik,Lennik,Lennik,Lennik,9481,31.123902,304.6212,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23105,Affligem,Affligem,Affligem,Affligem,13770,17.921779,768.3389,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,23106,Pajottegem,,,,25287,120.164538,210.4365,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24001,Aarschot,Aarschot,Aarschot,Aarschot,31514,63.044792,499.8668,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,10642,17.655136,602.7708,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,6922,37.280717,185.6724,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24009,Bertem,Bertem,Bertem,Bertem,10342,29.990595,344.8414,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,10778,38.964691,276.6094,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,13400,18.772128,713.8242,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24016,Boutersem,Boutersem,Boutersem,Boutersem,8709,31.140436,279.6685,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24020,Diest,Diest,Diest,Diest,25141,58.717728,428.1671,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24028,Geetbets,Geetbets,Geetbets,Geetbets,6342,35.517686,178.5589,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24033,Haacht,Haacht,Haacht,Haacht,15671,30.737025,509.8411,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24038,Herent,Herent,Herent,Herent,23081,32.735566,705.0741,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,6963,34.127905,204.0266,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,10234,38.777635,263.915,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,10071,39.945533,252.1183,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24048,Keerbergen,Keerbergen,Keerbergen,Keerbergen,13355,18.5426,720.2334,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24054,Kortenaken,Kortenaken,Kortenaken,Kortenaken,7984,49.43783,161.4958,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24055,Kortenberg,Kortenberg,Kortenberg,Kortenberg,21386,34.702377,616.269,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24059,Landen,Landen,Landen,Landen,16375,53.301371,307.2154,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24062,Louvain,Louvain,Leuven,Löwen,104906,57.508255,1824.1903,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24066,Lubbeek,Lubbeek,Lubbeek,Lubbeek,15236,45.280297,336.4819,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24086,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,11406,31.182293,365.7845,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24094,Rotselaar,Rotselaar,Rotselaar,Rotselaar,17689,37.22279,475.2196,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24104,Tervuren,Tervuren,Tervuren,Tervuren,23246,33.619436,691.4453,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24107,Tirlemont,Tirlemont,Tienen,Tienen,36890,72.771096,506.932,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24109,Tremelo,Tremelo,Tremelo,Tremelo,15418,21.890659,704.3187,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24130,Léau,Léau,Zoutleeuw,Zoutleeuw,8766,46.845147,187.1272,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24133,Linter,Linter,Linter,Linter,7354,36.87096,199.4524,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24134,Montaigu-Zichem,Montaigu-Zichem,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,24200,51.147532,473.1411,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24135,Tielt-Winge,Tielt-Winge,Tielt-Winge,Tielt-Winge,11568,44.522817,259.8218,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,24137,Glabbeek,Glabbeek,Glabbeek,Glabbeek,5449,26.991118,201.8812,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25005,Beauvechain,Beauvechain,Bevekom,Beauvechain,7242,38.569146,187.7667,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25014,Braine-l’Alleud,Braine-l'Alleud,Eigenbrakel,Braine-l'Alleud,40756,52.321274,778.9566,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25015,Braine-le-Château,Braine-le-Château,Kasteelbrakel,Braine-le-Château,10638,22.749176,467.6213,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25018,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,11894,48.32553,246.1225,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25023,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,10927,26.875434,406.5795,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25031,Genappe,Genappe,Genepiën,Genappe,16160,90.349676,178.8606,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25037,Grez-Doiceau,Grez-Doiceau,Graven,Grez-Doiceau,14014,55.553791,252.26,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25043,Incourt,Incourt,Incourt,Incourt,5658,38.908151,145.4194,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25044,Ittre,Ittre,Itter,Ittre,6963,35.027729,198.7854,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25048,Jodoigne,Jodoigne,Geldenaken,Jodoigne,14935,73.732072,202.5577,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25050,La Hulpe,La Hulpe,Terhulpen,La Hulpe,7482,15.517205,482.1745,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25068,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,8451,18.724484,451.3342,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25072,Nivelles,Nivelles,Nijvel,Nivelles,29429,60.832746,483.7691,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25084,Perwez,Perwez (Nivelles),Perwijs (Nijvel),Perwez (Nivelles),9844,51.170038,192.3782,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25091,Rixensart,Rixensart,Rixensart,Rixensart,23052,17.560118,1312.7474,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25105,Tubize,Tubize,Tubeke,Tubize,28716,32.771624,876.2459,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25107,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,11059,48.03089,230.2477,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25110,Waterloo,Waterloo,Waterloo,Waterloo,30389,21.324413,1425.0803,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25112,Wavre,Wavre,Waver,Wavre,35581,42.11373,844.8789,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25117,Chastre,Chastre,Chastre,Chastre,7813,31.569956,247.4821,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25118,Hélécine,Hélécine,Hélécine,Hélécine,3894,16.982539,229.2943,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25119,Lasne,Lasne,Lasne,Lasne,14175,47.565847,298.0079,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25120,Orp-Jauche,Orp-Jauche,Orp-Jauche,Orp-Jauche,9092,50.798029,178.9833,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,31766,33.40437,950.9534,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25122,Ramillies,Ramillies,Ramillies,Ramillies,6710,49.077298,136.7231,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25123,Rebecq,Rebecq,Rebecq,Rebecq,11185,39.261265,284.8864,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,25124,Walhain,Walhain,Walhain,Walhain,7556,38.080727,198.4206,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31003,Beernem,Beernem,Beernem,Beernem,16318,72.420499,225.3229,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31004,Blankenberge,Blankenberge,Blankenberge,Blankenberge,20654,19.004611,1086.7889,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31005,Bruges,Bruges,Brugge,Brügge,120283,141.192272,851.9092,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31006,Damme,Damme,Damme,Damme,11278,90.362647,124.8082,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31012,Jabbeke,Jabbeke,Jabbeke,Jabbeke,14932,53.859609,277.2393,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31022,Oostkamp,Oostkamp,Oostkamp,Oostkamp,24142,80.126411,301.2989,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31033,Torhout,Torhout,Torhout,Torhout,21159,45.325413,466.8242,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31040,Zedelgem,Zedelgem,Zedelgem,Zedelgem,23635,60.658989,389.6372,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31042,Zuienkerke,Zuienkerke,Zuienkerke,Zuienkerke,2657,48.896795,54.3389,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,31043,Knokke-Heist,Knokke-Heist,Knokke-Heist,Knokke-Heist,32415,61.720401,525.191,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,32003,Dixmude,Dixmude,Diksmuide,Diksmuide,17337,150.737523,115.0145,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,32006,Houthulst,Houthulst,Houthulst,Houthulst,10525,56.021216,187.8753,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,32010,Koekelare,Koekelare,Koekelare,Koekelare,8801,39.439302,223.153,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,32011,Kortemark,Kortemark,Kortemark,Kortemark,12882,55.431731,232.394,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,32030,Lo-Reninge,Lo-Reninge,Lo-Reninge,Lo-Reninge,3183,63.397173,50.2073,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33011,Ypres,Ypres,Ieper,Ypern,35587,131.455516,270.7152,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33016,Messines,Messines,Mesen,Mesen,1071,3.596312,297.8051,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33021,Poperinge,Poperinge,Poperinge,Poperinge,19962,120.371229,165.837,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33029,Wervik,Wervik,Wervik,Wervik,19207,43.768456,438.832,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33037,Zonnebeke,Zonnebeke,Zonnebeke,Zonnebeke,12769,68.092636,187.5239,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33039,Heuvelland,Heuvelland,Heuvelland,Heuvelland,8021,94.789107,84.6194,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33040,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,8202,53.064592,154.5663,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,33041,Vleteren,Vleteren,Vleteren,Vleteren,3583,38.575989,92.8816,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34002,Anzegem,Anzegem,Anzegem,Anzegem,15246,42.35342,359.9709,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34003,Avelgem,Avelgem,Avelgem,Avelgem,10450,22.118343,472.4585,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34009,Deerlijk,Deerlijk,Deerlijk,Deerlijk,12690,16.972932,747.661,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34013,Harelbeke,Harelbeke,Harelbeke,Harelbeke,30311,29.397631,1031.0695,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34022,Courtrai,Courtrai,Kortrijk,Kortrijk,80776,80.692688,1001.0325,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34023,Kuurne,Kuurne,Kuurne,Kuurne,14244,10.112207,1408.5946,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
belgium,population_density,2025,2025-01-01,statbel-refnis-2025,municipality,34025,Lendelede,Lendelede,Lendelede,Lendelede,5849,13.269029,440.8009,people-per-km2,Statbel Densite de la population en Belgique au 1er janvier,provenance/belgium_population_density_manifest.json,country_local
