factor_id,coverage_scope,public_geography_id,bridge_municipality,factor_municipality,factor_value,factor_match,coverage_status
population_density,bridge_safe_2025_geography,45068,Kruisem,Kruisem,223.583,true,matched_factor_source
population_density,bridge_safe_2025_geography,46020,Sint-Gillis-Waas,Sint-Gillis-Waas,362.9395,true,matched_factor_source
population_density,bridge_safe_2025_geography,46021,Sint-Niklaas,Sint-Niklaas,981.7474,true,matched_factor_source
population_density,bridge_safe_2025_geography,46024,Stekene,Stekene,436.7117,true,matched_factor_source
population_density,bridge_safe_2025_geography,46025,Temse,Tamise,788.4277,true,matched_factor_source
population_density,bridge_safe_2025_geography,46029,Lokeren,Lokeren,476.6473,true,matched_factor_source
population_density,bridge_safe_2025_geography,46030,Beveren-Kruibeke-Zwijndrecht,Beveren-Kruibeke-Zwijndrecht,425.8848,true,matched_factor_source
population_density,bridge_safe_2025_geography,51004,Ath,Ath,235.5218,true,matched_factor_source
population_density,bridge_safe_2025_geography,51008,Beloeil,Beloeil,228.5737,true,matched_factor_source
population_density,bridge_safe_2025_geography,51009,Bernissart,Bernissart,271.4989,true,matched_factor_source
population_density,bridge_safe_2025_geography,51012,Brugelette,Brugelette,135.6578,true,matched_factor_source
population_density,bridge_safe_2025_geography,51014,Chievres,Chièvres,150.8325,true,matched_factor_source
population_density,bridge_safe_2025_geography,51017,Ellezelles,Ellezelles,131.8457,true,matched_factor_source
population_density,bridge_safe_2025_geography,51019,Flobecq,Flobecq,147.8345,true,matched_factor_source
population_density,bridge_safe_2025_geography,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,108.5908,true,matched_factor_source
population_density,bridge_safe_2025_geography,51067,Enghien,Enghien,369.7545,true,matched_factor_source
population_density,bridge_safe_2025_geography,51068,Silly,Silly,122.8168,true,matched_factor_source
population_density,bridge_safe_2025_geography,51069,Lessines,Lessines,259.4273,true,matched_factor_source
population_density,bridge_safe_2025_geography,52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,825.5425,true,matched_factor_source
population_density,bridge_safe_2025_geography,52011,Charleroi,Charleroi,1998.7123,true,matched_factor_source
population_density,bridge_safe_2025_geography,52012,Chatelet,Châtelet,1315.7005,true,matched_factor_source
population_density,bridge_safe_2025_geography,52015,Courcelles,Courcelles,706.0319,true,matched_factor_source
population_density,bridge_safe_2025_geography,52018,Farciennes,Farciennes,1106.5016,true,matched_factor_source
population_density,bridge_safe_2025_geography,52021,Fleurus,Fleurus,385.4107,true,matched_factor_source
population_density,bridge_safe_2025_geography,52022,Fontaine-l'Eveque,Fontaine-l’Evêque,627.5237,true,matched_factor_source
population_density,bridge_safe_2025_geography,52025,Gerpinnes,Gerpinnes,270.527,true,matched_factor_source
population_density,bridge_safe_2025_geography,52048,Montigny-le-Tilleul,Montigny-le-Tilleul,667.7475,true,matched_factor_source
population_density,bridge_safe_2025_geography,52055,Pont-a-Celles,Pont-à-Celles,314.8221,true,matched_factor_source
population_density,bridge_safe_2025_geography,52074,Aiseau-Presles,Aiseau-Presles,488.5661,true,matched_factor_source
population_density,bridge_safe_2025_geography,52075,Les Bons Villers,Les Bons Villers,225.8688,true,matched_factor_source
population_density,bridge_safe_2025_geography,53014,Boussu,Boussu,1016.1866,true,matched_factor_source
population_density,bridge_safe_2025_geography,53020,Dour,Dour,492.5378,true,matched_factor_source
population_density,bridge_safe_2025_geography,53028,Frameries,Frameries,829.0097,true,matched_factor_source
population_density,bridge_safe_2025_geography,53039,Hensies,Hensies,256.5454,true,matched_factor_source
population_density,bridge_safe_2025_geography,53044,Jurbise,Jurbise,187.5672,true,matched_factor_source
population_density,bridge_safe_2025_geography,53046,Lens,Lens,93.8674,true,matched_factor_source
population_density,bridge_safe_2025_geography,53053,Mons,Mons,658.179,true,matched_factor_source
population_density,bridge_safe_2025_geography,53065,Quaregnon,Quaregnon,1697.0001,true,matched_factor_source
population_density,bridge_safe_2025_geography,53068,Quievrain,Quiévrain,319.3849,true,matched_factor_source
population_density,bridge_safe_2025_geography,53070,Saint-Ghislain,Saint-Ghislain,336.5592,true,matched_factor_source
population_density,bridge_safe_2025_geography,53082,Colfontaine,Colfontaine,1514.1535,true,matched_factor_source
population_density,bridge_safe_2025_geography,53083,Honnelles,Honnelles,115.2901,true,matched_factor_source
population_density,bridge_safe_2025_geography,53084,Quevy,Quévy,125.3217,true,matched_factor_source
population_density,bridge_safe_2025_geography,55004,Braine-le-Comte,Braine-le-Comte,278.1322,true,matched_factor_source
population_density,bridge_safe_2025_geography,55035,Le Roeulx,Le Roeulx,200.6114,true,matched_factor_source
population_density,bridge_safe_2025_geography,55040,Soignies,Soignies,262.8704,true,matched_factor_source
population_density,bridge_safe_2025_geography,55050,Ecaussinnes,Ecaussinnes,333.3859,true,matched_factor_source
population_density,bridge_safe_2025_geography,55085,Seneffe,Seneffe,182.3911,true,matched_factor_source
population_density,bridge_safe_2025_geography,55086,Manage,Manage,1245.562,true,matched_factor_source
population_density,bridge_safe_2025_geography,56001,Anderlues,Anderlues,753.3827,true,matched_factor_source
population_density,bridge_safe_2025_geography,56005,Beaumont,Beaumont,75.9119,true,matched_factor_source
population_density,bridge_safe_2025_geography,56016,Chimay,Chimay,48.7065,true,matched_factor_source
population_density,bridge_safe_2025_geography,56022,Erquelinnes,Erquelinnes,224.1187,true,matched_factor_source
population_density,bridge_safe_2025_geography,56029,Froidchapelle,Froidchapelle,46.9938,true,matched_factor_source
population_density,bridge_safe_2025_geography,56044,Lobbes,Lobbes,184.8611,true,matched_factor_source
population_density,bridge_safe_2025_geography,56049,Merbes-le-Chateau,Merbes-le-Château,135.4995,true,matched_factor_source
population_density,bridge_safe_2025_geography,56051,Momignies,Momignies,60.6098,true,matched_factor_source
population_density,bridge_safe_2025_geography,56078,Thuin,Thuin,193.9077,true,matched_factor_source
population_density,bridge_safe_2025_geography,56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,302.7656,true,matched_factor_source
population_density,bridge_safe_2025_geography,56088,Sivry-Rance,Sivry-Rance,66.0998,true,matched_factor_source
population_density,bridge_safe_2025_geography,57003,Antoing,Antoing,240.5936,true,matched_factor_source
population_density,bridge_safe_2025_geography,57018,Celles (lez-Tournai),Celles,85.5734,true,matched_factor_source
population_density,bridge_safe_2025_geography,57027,Estaimpuis,Estaimpuis,339.0707,true,matched_factor_source
population_density,bridge_safe_2025_geography,57062,Pecq,Pecq,177.9576,true,matched_factor_source
population_density,bridge_safe_2025_geography,57064,Peruwelz,Péruwelz,284.4185,true,matched_factor_source
population_density,bridge_safe_2025_geography,57072,Rumes,Rumes,222.5807,true,matched_factor_source
population_density,bridge_safe_2025_geography,57081,Tournai,Tournai,320.3789,true,matched_factor_source
population_density,bridge_safe_2025_geography,57093,Brunehaut,Brunehaut,174.6473,true,matched_factor_source
population_density,bridge_safe_2025_geography,57094,Leuze-en-Hainaut,Leuze-en-Hainaut,190.7007,true,matched_factor_source
population_density,bridge_safe_2025_geography,57095,Mont-de-l'Enclus,Mont-de-l’Enclus,141.3246,true,matched_factor_source
population_density,bridge_safe_2025_geography,57096,Mouscron,Mouscron,1484.4648,true,matched_factor_source
population_density,bridge_safe_2025_geography,57097,Comines-Warneton,Comines-Warneton,298.9464,true,matched_factor_source
population_density,bridge_safe_2025_geography,58001,La Louvière,La Louvière,1265.14,true,matched_factor_source
population_density,bridge_safe_2025_geography,58002,Binche,Binche,551.8289,true,matched_factor_source
population_density,bridge_safe_2025_geography,58003,Estinnes,Estinnes,108.4277,true,matched_factor_source
population_density,bridge_safe_2025_geography,58004,Morlanwelz,Morlanwelz,937.9494,true,matched_factor_source
population_density,bridge_safe_2025_geography,61003,Amay,Amay,523.9544,true,matched_factor_source
population_density,bridge_safe_2025_geography,61010,Burdinne,Burdinne,102.2196,true,matched_factor_source
population_density,bridge_safe_2025_geography,61012,Clavier,Clavier,62.7541,true,matched_factor_source
population_density,bridge_safe_2025_geography,61019,Ferrieres,Ferrières,90.3559,true,matched_factor_source
population_density,bridge_safe_2025_geography,61024,Hamoir,Hamoir,136.0564,true,matched_factor_source
population_density,bridge_safe_2025_geography,61028,Heron,Héron,145.7696,true,matched_factor_source
population_density,bridge_safe_2025_geography,61031,Huy,Huy,458.684,true,matched_factor_source
population_density,bridge_safe_2025_geography,61039,Marchin,Marchin,186.8995,true,matched_factor_source
population_density,bridge_safe_2025_geography,61041,Modave,Modave,103.1393,true,matched_factor_source
population_density,bridge_safe_2025_geography,61043,Nandrin,Nandrin,159.2917,true,matched_factor_source
population_density,bridge_safe_2025_geography,61048,Ouffet,Ouffet,70.1319,true,matched_factor_source
population_density,bridge_safe_2025_geography,61063,Verlaine,Verlaine,180.9212,true,matched_factor_source
population_density,bridge_safe_2025_geography,61068,Villers-le-Bouillet,Villers-Le-Bouillet,209.0145,true,matched_factor_source
population_density,bridge_safe_2025_geography,61072,Wanze,Wanze,318.0411,true,matched_factor_source
population_density,bridge_safe_2025_geography,61079,Anthisnes,Anthisnes,112.657,true,matched_factor_source
population_density,bridge_safe_2025_geography,61080,Engis,Engis,230.3532,true,matched_factor_source
population_density,bridge_safe_2025_geography,61081,Tinlot,Tinlot,74.6684,true,matched_factor_source
population_density,bridge_safe_2025_geography,62003,Ans,Ans,1246.8814,true,matched_factor_source
population_density,bridge_safe_2025_geography,62006,Awans,Awans,344.4045,true,matched_factor_source
population_density,bridge_safe_2025_geography,62009,Aywaille,Aywaille,162.2793,true,matched_factor_source
population_density,bridge_safe_2025_geography,62011,Bassenge,Bassenge,236.9512,true,matched_factor_source
population_density,bridge_safe_2025_geography,62015,Beyne-Heusay,Beyne-Heusay,1644.0133,true,matched_factor_source
population_density,bridge_safe_2025_geography,62022,Chaudfontaine,Chaudfontaine,806.1714,true,matched_factor_source
population_density,bridge_safe_2025_geography,62026,Comblain-au-Pont,Comblain-au-Pont,237.098,true,matched_factor_source
population_density,bridge_safe_2025_geography,62027,Dalhem,Dalhem,213.5484,true,matched_factor_source
population_density,bridge_safe_2025_geography,62032,Esneux,Esneux,374.8409,true,matched_factor_source
population_density,bridge_safe_2025_geography,62038,Fleron,Fléron,1196.6026,true,matched_factor_source
population_density,bridge_safe_2025_geography,62051,Herstal,Herstal,1748.1463,true,matched_factor_source
population_density,bridge_safe_2025_geography,62060,Juprelle,Juprelle,279.2431,true,matched_factor_source
population_density,bridge_safe_2025_geography,62063,Liege,Liège,2874.3263,true,matched_factor_source
population_density,bridge_safe_2025_geography,62079,Oupeye,Oupeye,716.1585,true,matched_factor_source
population_density,bridge_safe_2025_geography,62093,Saint-Nicolas (Liège),Saint-Nicolas,3550.2119,true,matched_factor_source
population_density,bridge_safe_2025_geography,62096,Seraing,Seraing,1833.0916,true,matched_factor_source
population_density,bridge_safe_2025_geography,62099,Soumagne,Soumagne,634.9074,true,matched_factor_source
population_density,bridge_safe_2025_geography,62100,Sprimont,Sprimont,203.7436,true,matched_factor_source
population_density,bridge_safe_2025_geography,62108,Vise,Visé,653.1324,true,matched_factor_source
population_density,bridge_safe_2025_geography,62118,Grace-Hollogne,Grâce-Hollogne,685.235,true,matched_factor_source
population_density,bridge_safe_2025_geography,62119,Blegny,Blegny,520.6969,true,matched_factor_source
population_density,bridge_safe_2025_geography,62120,Flemalle,Flémalle,739.5874,true,matched_factor_source
population_density,bridge_safe_2025_geography,62121,Neupre,Neupré,313.5117,true,matched_factor_source
population_density,bridge_safe_2025_geography,62122,Trooz,Trooz,338.0278,true,matched_factor_source
population_density,bridge_safe_2025_geography,63001,Amel,Amblève,44.5492,true,matched_factor_source
population_density,bridge_safe_2025_geography,63003,Aubel,Aubel,227.4833,true,matched_factor_source
population_density,bridge_safe_2025_geography,63004,Baelen,Baelen,52.881,true,matched_factor_source
population_density,bridge_safe_2025_geography,63012,Bullange,Bullange,36.7219,true,matched_factor_source
population_density,bridge_safe_2025_geography,63013,Butgenbach,Butgenbach,57.5641,true,matched_factor_source
population_density,bridge_safe_2025_geography,63020,Dison,Dison,1089.7776,true,matched_factor_source
population_density,bridge_safe_2025_geography,63023,Eupen,Eupen,208.893,true,matched_factor_source
population_density,bridge_safe_2025_geography,63035,Herve,Herve,312.8797,true,matched_factor_source
population_density,bridge_safe_2025_geography,63038,Jalhay,Jalhay,82.0122,true,matched_factor_source
population_density,bridge_safe_2025_geography,63040,La Calamine,La Calamine,628.5165,true,matched_factor_source
population_density,bridge_safe_2025_geography,63045,Lierneux,Lierneux,39.1052,true,matched_factor_source
population_density,bridge_safe_2025_geography,63046,Limbourg,Limbourg,230.8504,true,matched_factor_source
population_density,bridge_safe_2025_geography,63048,Lontzen,Lontzen,212.2037,true,matched_factor_source
population_density,bridge_safe_2025_geography,63049,Malmedy,Malmedy,129.4357,true,matched_factor_source
population_density,bridge_safe_2025_geography,63057,Olne,Olne,260.1337,true,matched_factor_source
population_density,bridge_safe_2025_geography,63058,Pepinster,Pepinster,373.3152,true,matched_factor_source
population_density,bridge_safe_2025_geography,63061,Raeren,Raeren,153.6139,true,matched_factor_source
population_density,bridge_safe_2025_geography,63067,Saint-Vith,Saint-Vith,69.1816,true,matched_factor_source
population_density,bridge_safe_2025_geography,63072,Spa,Spa,246.1012,true,matched_factor_source
population_density,bridge_safe_2025_geography,63073,Stavelot,Stavelot,85.4962,true,matched_factor_source
population_density,bridge_safe_2025_geography,63075,Stoumont,Stoumont,29.7862,true,matched_factor_source
population_density,bridge_safe_2025_geography,63076,Theux,Theux,145.4686,true,matched_factor_source
population_density,bridge_safe_2025_geography,63079,Verviers,Verviers,1700.4105,true,matched_factor_source
population_density,bridge_safe_2025_geography,63080,Waimes,Waimes,77.4943,true,matched_factor_source
population_density,bridge_safe_2025_geography,63084,Welkenraedt,Welkenraedt,425.584,true,matched_factor_source
population_density,bridge_safe_2025_geography,63086,Trois-Ponts,Trois-Ponts,37.2816,true,matched_factor_source
population_density,bridge_safe_2025_geography,63087,Burg-Reuland,Burg-Reuland,36.0697,true,matched_factor_source
population_density,bridge_safe_2025_geography,63088,Plombieres,Plombières,203.3837,true,matched_factor_source
population_density,bridge_safe_2025_geography,63089,Thimister-Clermont,Thimister-Clermont,194.9552,true,matched_factor_source
population_density,bridge_safe_2025_geography,64008,Berloz,Berloz,233.9389,true,matched_factor_source
population_density,bridge_safe_2025_geography,64015,Braives,Braives,147.0155,true,matched_factor_source
population_density,bridge_safe_2025_geography,64021,Crisnee,Crisnée,210.558,true,matched_factor_source
population_density,bridge_safe_2025_geography,64023,Donceel,Donceel,133.3835,true,matched_factor_source
population_density,bridge_safe_2025_geography,64025,Fexhe-le-Haut-Clocher,Fexhe-le-Haut-Clocher,174.7346,true,matched_factor_source
population_density,bridge_safe_2025_geography,64029,Geer,Geer,151.2963,true,matched_factor_source
population_density,bridge_safe_2025_geography,64034,Hannut,Hannut,198.883,true,matched_factor_source
population_density,bridge_safe_2025_geography,64047,Lincent,Lincent,229.0777,true,matched_factor_source
population_density,bridge_safe_2025_geography,64056,Oreye,Oreye,208.3448,true,matched_factor_source
population_density,bridge_safe_2025_geography,64063,Remicourt,Remicourt,263.864,true,matched_factor_source
population_density,bridge_safe_2025_geography,64065,Saint-Georges-sur-Meuse,Saint-Georges-sur-Meuse,343.2787,true,matched_factor_source
population_density,bridge_safe_2025_geography,64074,Waremme,Waremme,497.4413,true,matched_factor_source
population_density,bridge_safe_2025_geography,64075,Wasseiges,Wasseiges,130.1842,true,matched_factor_source
population_density,bridge_safe_2025_geography,64076,Faimes,Faimes,146.9511,true,matched_factor_source
population_density,bridge_safe_2025_geography,71002,As,As,374.9884,true,matched_factor_source
population_density,bridge_safe_2025_geography,71004,Beringen,Beringen,620.5938,true,matched_factor_source
population_density,bridge_safe_2025_geography,71011,Diepenbeek,Diepenbeek,477.8561,true,matched_factor_source
population_density,bridge_safe_2025_geography,71016,Genk,Genk,777.1698,true,matched_factor_source
population_density,bridge_safe_2025_geography,71017,Gingelom,Gingelom,155.9758,true,matched_factor_source
population_density,bridge_safe_2025_geography,71020,Halen,Halen,259.3165,true,matched_factor_source
population_density,bridge_safe_2025_geography,71024,Herk-de-Stad,Herck-la-Ville,300.4267,true,matched_factor_source
population_density,bridge_safe_2025_geography,71034,Leopoldsburg,Bourg-Léopold,746.0201,true,matched_factor_source
population_density,bridge_safe_2025_geography,71037,Lummen,Lummen,285.7936,true,matched_factor_source
population_density,bridge_safe_2025_geography,71045,Nieuwerkerken,Nieuwerkerken,325.5538,true,matched_factor_source
population_density,bridge_safe_2025_geography,71053,Sint-Truiden,Saint-Trond,389.6914,true,matched_factor_source
population_density,bridge_safe_2025_geography,71066,Zonhoven,Zonhoven,552.6097,true,matched_factor_source
population_density,bridge_safe_2025_geography,71067,Zutendaal,Zutendaal,230.5647,true,matched_factor_source
population_density,bridge_safe_2025_geography,71070,Heusden-Zolder,Heusden-Zolder,655.1352,true,matched_factor_source
population_density,bridge_safe_2025_geography,71071,Tessenderlo-Ham,Tessenderlo-Ham,362.9656,true,matched_factor_source
population_density,bridge_safe_2025_geography,71072,Hasselt,Hasselt,660.3199,true,matched_factor_source
population_density,bridge_safe_2025_geography,72003,Bocholt,Bocholt,234.0239,true,matched_factor_source
population_density,bridge_safe_2025_geography,72004,Bree,Bree,264.8386,true,matched_factor_source
population_density,bridge_safe_2025_geography,72018,Kinrooi,Kinrooi,228.5812,true,matched_factor_source
population_density,bridge_safe_2025_geography,72020,Lommel,Lommel,344.2346,true,matched_factor_source
population_density,bridge_safe_2025_geography,72021,Maaseik,Maaseik,334.6295,true,matched_factor_source
population_density,bridge_safe_2025_geography,72030,Peer,Peer,191.265,true,matched_factor_source
population_density,bridge_safe_2025_geography,72037,Hamont-Achel,Hamont-Achel,333.1393,true,matched_factor_source
population_density,bridge_safe_2025_geography,72038,Hechtel-Eksel,Hechtel-Eksel,170.9123,true,matched_factor_source
population_density,bridge_safe_2025_geography,72039,Houthalen-Helchteren,Houthalen-Helchteren,395.5772,true,matched_factor_source
population_density,bridge_safe_2025_geography,72041,Dilsen-Stokkem,Dilsen-Stokkem,326.1128,true,matched_factor_source
population_density,bridge_safe_2025_geography,72042,Oudsbergen,Oudsbergen,205.1306,true,matched_factor_source
population_density,bridge_safe_2025_geography,72043,Pelt,Pelt,413.3898,true,matched_factor_source
population_density,bridge_safe_2025_geography,73001,Alken,Alken,422.7683,true,matched_factor_source
population_density,bridge_safe_2025_geography,73022,Heers,Heers,142.745,true,matched_factor_source
population_density,bridge_safe_2025_geography,73028,Herstappe,Herstappe,55.6648,true,matched_factor_source
population_density,bridge_safe_2025_geography,73042,Lanaken,Lanaken,448.7809,true,matched_factor_source
population_density,bridge_safe_2025_geography,73066,Riemst,Riemst,291.7516,true,matched_factor_source
population_density,bridge_safe_2025_geography,73098,Wellen,Wellen,279.0386,true,matched_factor_source
population_density,bridge_safe_2025_geography,73107,Maasmechelen,Maasmechelen,526.823,true,matched_factor_source
population_density,bridge_safe_2025_geography,73109,Fourons,Fourons,87.1793,true,matched_factor_source
population_density,bridge_safe_2025_geography,73110,Bilzen-Hoeselt,Bilzen-Hoeselt,405.8344,true,matched_factor_source
population_density,bridge_safe_2025_geography,73111,Tongeren-Borgloon,Tongres-Looz,316.0948,true,matched_factor_source
population_density,bridge_safe_2025_geography,81001,Arlon,Arlon,264.5081,true,matched_factor_source
population_density,bridge_safe_2025_geography,81003,Attert,Attert,81.4243,true,matched_factor_source
population_density,bridge_safe_2025_geography,81004,Aubange,Aubange,387.5633,true,matched_factor_source
population_density,bridge_safe_2025_geography,81013,Martelange,Martelange,70.8369,true,matched_factor_source
population_density,bridge_safe_2025_geography,81015,Messancy,Messancy,163.9469,true,matched_factor_source
population_density,bridge_safe_2025_geography,82009,Fauvillers,Fauvillers,33.5885,true,matched_factor_source
population_density,bridge_safe_2025_geography,82014,Houffalize,Houffalize,31.8737,true,matched_factor_source
population_density,bridge_safe_2025_geography,82032,Vielsalm,Vielsalm,55.8134,true,matched_factor_source
population_density,bridge_safe_2025_geography,82036,Vaux-sur-Sure,Vaux-sur-Sûre,46.8031,true,matched_factor_source
population_density,bridge_safe_2025_geography,82037,Gouvy,Gouvy,32.9717,true,matched_factor_source
population_density,bridge_safe_2025_geography,82038,Sainte-Ode,Sainte-Ode,27.4343,true,matched_factor_source
population_density,bridge_safe_2025_geography,82039,Bastenaken,Bastogne,79.1128,true,matched_factor_source
population_density,bridge_safe_2025_geography,83012,Durbuy,Durbuy,73.2814,true,matched_factor_source
population_density,bridge_safe_2025_geography,83013,Erezee,Erezée,42.5389,true,matched_factor_source
population_density,bridge_safe_2025_geography,83028,Hotton,Hotton,99.6436,true,matched_factor_source
population_density,bridge_safe_2025_geography,83031,La Roche-en-Ardenne,La Roche-en-Ardenne,27.3823,true,matched_factor_source
population_density,bridge_safe_2025_geography,83034,Marche-en-Famenne,Marche-en-Famenne,147.0121,true,matched_factor_source
population_density,bridge_safe_2025_geography,83040,Nassogne,Nassogne,50.5336,true,matched_factor_source
population_density,bridge_safe_2025_geography,83044,Rendeux,Rendeux,39.2449,true,matched_factor_source
population_density,bridge_safe_2025_geography,83049,Tenneville,Tenneville,31.278,true,matched_factor_source
population_density,bridge_safe_2025_geography,83055,Manhay,Manhay,31.3031,true,matched_factor_source
population_density,bridge_safe_2025_geography,84009,Bertrix,Bertrix,65.3987,true,matched_factor_source
population_density,bridge_safe_2025_geography,84010,Bouillon,Bouillon,35.9989,true,matched_factor_source
population_density,bridge_safe_2025_geography,84016,Daverdisse,Daverdisse,24.8992,true,matched_factor_source
population_density,bridge_safe_2025_geography,84029,Herbeumont,Herbeumont,29.8355,true,matched_factor_source
population_density,bridge_safe_2025_geography,84033,Leglise,Léglise,33.7777,true,matched_factor_source
population_density,bridge_safe_2025_geography,84035,Libin,Libin,38.1773,true,matched_factor_source
population_density,bridge_safe_2025_geography,84043,Neufchateau,Neufchâteau,72.9529,true,matched_factor_source
population_density,bridge_safe_2025_geography,84050,Paliseul,Paliseul,49.7067,true,matched_factor_source
population_density,bridge_safe_2025_geography,84059,Saint-Hubert,Saint-Hubert,50.818,true,matched_factor_source
population_density,bridge_safe_2025_geography,84068,Tellin,Tellin,44.2306,true,matched_factor_source
population_density,bridge_safe_2025_geography,84075,Wellin,Wellin,47.2558,true,matched_factor_source
population_density,bridge_safe_2025_geography,84077,Libramont-Chevigny,Libramont-Chevigny,67.1448,true,matched_factor_source
population_density,bridge_safe_2025_geography,85007,Chiny,Chiny,46.1588,true,matched_factor_source
population_density,bridge_safe_2025_geography,85009,Etalle,Etalle,75.9739,true,matched_factor_source
population_density,bridge_safe_2025_geography,85011,Florenville,Florenville,38.5301,true,matched_factor_source
population_density,bridge_safe_2025_geography,85024,Meix-Devant-Virton,Meix-devant-Virton,51.8295,true,matched_factor_source
population_density,bridge_safe_2025_geography,85026,Musson,Musson,133.103,true,matched_factor_source
population_density,bridge_safe_2025_geography,85034,Saint-Leger,Saint-Léger,105.0741,true,matched_factor_source
population_density,bridge_safe_2025_geography,85039,Tintigny,Tintigny,56.0927,true,matched_factor_source
population_density,bridge_safe_2025_geography,85045,Virton,Virton,119.9056,true,matched_factor_source
population_density,bridge_safe_2025_geography,85046,Habay,Habay,83.7365,true,matched_factor_source
population_density,bridge_safe_2025_geography,85047,Rouvroy,Rouvroy,75.1332,true,matched_factor_source
population_density,bridge_safe_2025_geography,91005,Anhee,Anhée,107.6675,true,matched_factor_source
population_density,bridge_safe_2025_geography,91013,Beauraing,Beauraing,54.379,true,matched_factor_source
population_density,bridge_safe_2025_geography,91015,Bievre,Bièvre,31.6483,true,matched_factor_source
population_density,bridge_safe_2025_geography,91030,Ciney,Ciney,116.4538,true,matched_factor_source
population_density,bridge_safe_2025_geography,91034,Dinant,Dinant,132.5472,true,matched_factor_source
population_density,bridge_safe_2025_geography,91054,Gedinne,Gedinne,30.7536,true,matched_factor_source
population_density,bridge_safe_2025_geography,91059,Hamois,Hamois,97.1044,true,matched_factor_source
population_density,bridge_safe_2025_geography,91064,Havelange,Havelange,52.1428,true,matched_factor_source
population_density,bridge_safe_2025_geography,91072,Houyet,Houyet,42.4509,true,matched_factor_source
population_density,bridge_safe_2025_geography,91103,Onhaye,Onhaye,49.3818,true,matched_factor_source
population_density,bridge_safe_2025_geography,91114,Rochefort,Rochefort,76.7814,true,matched_factor_source
population_density,bridge_safe_2025_geography,91120,Somme-Leuze,Somme-Leuze,65.0073,true,matched_factor_source
population_density,bridge_safe_2025_geography,91141,Yvoir,Yvoir,161.2801,true,matched_factor_source
population_density,bridge_safe_2025_geography,91142,Hastiere,Hastière,107.4535,true,matched_factor_source
population_density,bridge_safe_2025_geography,91143,Vresse-sur-Semois,Vresse-sur-Semois,25.1367,true,matched_factor_source
population_density,bridge_safe_2025_geography,92003,Andenne,Andenne,327.8476,true,matched_factor_source
population_density,bridge_safe_2025_geography,92006,Assesse,Assesse,93.5091,true,matched_factor_source
population_density,bridge_safe_2025_geography,92035,Eghezee,Eghezée,164.2544,true,matched_factor_source
population_density,bridge_safe_2025_geography,92045,Floreffe,Floreffe,206.601,true,matched_factor_source
population_density,bridge_safe_2025_geography,92048,Fosses-la-Ville,Fosses-la-Ville,164.8519,true,matched_factor_source
population_density,bridge_safe_2025_geography,92054,Gesves,Gesves,114.4898,true,matched_factor_source
population_density,bridge_safe_2025_geography,92087,Mettet,Mettet,116.3852,true,matched_factor_source
population_density,bridge_safe_2025_geography,92094,Namur,Namur,653.8458,true,matched_factor_source
population_density,bridge_safe_2025_geography,92097,Ohey,Ohey,93.7964,true,matched_factor_source
population_density,bridge_safe_2025_geography,92101,Profondeville,Profondeville,244.6101,true,matched_factor_source
population_density,bridge_safe_2025_geography,92114,Sombreffe,Sombreffe,233.6189,true,matched_factor_source
population_density,bridge_safe_2025_geography,92137,Sambreville,Sambreville,835.6339,true,matched_factor_source
population_density,bridge_safe_2025_geography,92138,Fernelmont,Fernelmont,124.2003,true,matched_factor_source
population_density,bridge_safe_2025_geography,92140,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,409.5368,true,matched_factor_source
population_density,bridge_safe_2025_geography,92141,la Bruyere,La Bruyère,177.1594,true,matched_factor_source
population_density,bridge_safe_2025_geography,92142,Gembloux,Gembloux,275.1934,true,matched_factor_source
population_density,bridge_safe_2025_geography,93010,Cerfontaine,Cerfontaine,59.7902,true,matched_factor_source
population_density,bridge_safe_2025_geography,93014,Couvin,Couvin,67.2527,true,matched_factor_source
population_density,bridge_safe_2025_geography,93018,Doische,Doische,35.3422,true,matched_factor_source
population_density,bridge_safe_2025_geography,93022,Florennes,Florennes,84.9189,true,matched_factor_source
population_density,bridge_safe_2025_geography,93056,Philippeville,Philippeville,60.94,true,matched_factor_source
population_density,bridge_safe_2025_geography,93088,Walcourt,Walcourt,148.4361,true,matched_factor_source
population_density,bridge_safe_2025_geography,93090,Viroinval,Viroinval,46.3303,true,matched_factor_source
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23098,,Drogenbos,2419.8854,true,extra_factor_row_facility_language_layer_or_non_runtime
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23099,,Kraainem,2388.7128,true,extra_factor_row_facility_language_layer_or_non_runtime
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23100,,Linkebeek,1109.0637,true,extra_factor_row_facility_language_layer_or_non_runtime
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23101,,Rhode-Saint-Genèse,821.9492,true,extra_factor_row_facility_language_layer_or_non_runtime
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23102,,Wemmel,2085.0572,true,extra_factor_row_facility_language_layer_or_non_runtime
population_density,selected_2025_municipality_extra_not_in_first_bridge_safe_layer,23103,,Wezembeek-Oppem,2150.3691,true,extra_factor_row_facility_language_layer_or_non_runtime
