election_year,election_date,public_geography_id,ibz_municipality,ibz_label_french,ibz_label_dutch,ibz_label_german,refnis_match,refnis_code,refnis_parent_code,refnis_label_french,refnis_label_dutch,refnis_label_german,refnis_validity_start,refnis_validity_end,special_bucket,vote_sum_reconciles,bridge_safe_for_first_app_layer,reconciliation_status,method_note
2024,2024-06-09,23033,Hoeilaart,Hoeilaart,Hoeilaart,Hoeilaart,true,23033,23000,Hoeilaart,Hoeilaart,Hoeilaart,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23038,Kampenhout,Kampenhout,Kampenhout,Kampenhout,true,23038,23000,Kampenhout,Kampenhout,Kampenhout,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23039,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,true,23039,23000,Kapelle-op-den-Bos,Kapelle-op-den-Bos,Kapelle-op-den-Bos,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23044,Liedekerke,Liedekerke,Liedekerke,Liedekerke,true,23044,23000,Liedekerke,Liedekerke,Liedekerke,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23045,Londerzeel,Londerzeel,Londerzeel,Londerzeel,true,23045,23000,Londerzeel,Londerzeel,Londerzeel,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23047,Machelen,Machelen,Machelen,Machelen,true,23047,23000,Machelen (Hal-Vilvorde),Machelen (Halle-Vilvoorde),Machelen (Halle-Vilvoorde),01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23050,Meise,Meise,Meise,Meise,true,23050,23000,Meise,Meise,Meise,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23052,Merchtem,Merchtem,Merchtem,Merchtem,true,23052,23000,Merchtem,Merchtem,Merchtem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23060,Opwijk,Opwijk,Opwijk,Opwijk,true,23060,23000,Opwijk,Opwijk,Opwijk,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23062,Overijse,Overijse,Overijse,Overijse,true,23062,23000,Overijse,Overijse,Overijse,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23064,Pepingen,Pepingen,Pepingen,Pepingen,true,23064,23000,Pepingen,Pepingen,Pepingen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23077,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,true,23077,23000,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23081,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,true,23081,23000,Steenokkerzeel,Steenokkerzeel,Steenokkerzeel,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23086,Ternat,Ternat,Ternat,Ternat,true,23086,23000,Ternat,Ternat,Ternat,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23088,Vilvoorde,Vilvorde,Vilvoorde,Vilvoorde,true,23088,23000,Vilvorde,Vilvoorde,Vilvoorde,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23094,Zaventem,Zaventem,Zaventem,Zaventem,true,23094,23000,Zaventem,Zaventem,Zaventem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23096,Zemst,Zemst,Zemst,Zemst,true,23096,23000,Zemst,Zemst,Zemst,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23097,Roosdaal,Roosdaal,Roosdaal,Roosdaal,true,23097,23000,Roosdaal,Roosdaal,Roosdaal,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23104,Lennik,Lennik,Lennik,Lennik,true,23104,23000,Lennik,Lennik,Lennik,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,true,23105,23000,Affligem,Affligem,Affligem,01/01/1981,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,true,24001,24000,Aarschot,Aarschot,Aarschot,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,true,24007,24000,Begijnendijk,Begijnendijk,Begijnendijk,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,true,24008,24000,Bekkevoort,Bekkevoort,Bekkevoort,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,true,24009,24000,Bertem,Bertem,Bertem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,true,24011,24000,Bierbeek,Bierbeek,Bierbeek,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,true,24014,24000,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,true,24016,24000,Boutersem,Boutersem,Boutersem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,true,24020,24000,Diest,Diest,Diest,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,true,24028,24000,Geetbets,Geetbets,Geetbets,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,true,24033,24000,Haacht,Haacht,Haacht,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,true,24038,24000,Herent,Herent,Herent,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,true,24041,24000,Hoegaarden,Hoegaarden,Hoegaarden,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,true,24043,24000,Holsbeek,Holsbeek,Holsbeek,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,true,24045,24000,Huldenberg,Huldenberg,Huldenberg,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24048,Keerbergen,Keerbergen,Keerbergen,Keerbergen,true,24048,24000,Keerbergen,Keerbergen,Keerbergen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24054,Kortenaken,Kortenaken,Kortenaken,Kortenaken,true,24054,24000,Kortenaken,Kortenaken,Kortenaken,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24055,Kortenberg,Kortenberg,Kortenberg,Kortenberg,true,24055,24000,Kortenberg,Kortenberg,Kortenberg,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24059,Landen,Landen,Landen,Landen,true,24059,24000,Landen,Landen,Landen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24062,Leuven,Louvain,Leuven,Löwen,true,24062,24000,Louvain,Leuven,Löwen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24066,Lubbeek,Lubbeek,Lubbeek,Lubbeek,true,24066,24000,Lubbeek,Lubbeek,Lubbeek,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24086,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,true,24086,24000,Oud-Heverlee,Oud-Heverlee,Oud-Heverlee,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24094,Rotselaar,Rotselaar,Rotselaar,Rotselaar,true,24094,24000,Rotselaar,Rotselaar,Rotselaar,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24104,Tervuren,Tervuren,Tervuren,Tervuren,true,24104,24000,Tervuren,Tervuren,Tervuren,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24107,Tienen,Tirlemont,Tienen,Tienen,true,24107,24000,Tirlemont,Tienen,Tienen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24109,Tremelo,Tremelo,Tremelo,Tremelo,true,24109,24000,Tremelo,Tremelo,Tremelo,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24130,Zoutleeuw,Léau,Zoutleeuw,Zoutleeuw,true,24130,24000,Léau,Zoutleeuw,Zoutleeuw,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24133,Linter,Linter,Linter,Linter,true,24133,24000,Linter,Linter,Linter,01/01/1971,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24134,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,true,24134,24000,Montaigu-Zichem,Scherpenheuvel-Zichem,Scherpenheuvel-Zichem,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24135,Tielt-Winge,Tielt-Winge,Tielt-Winge,Tielt-Winge,true,24135,24000,Tielt-Winge,Tielt-Winge,Tielt-Winge,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24137,Glabbeek,Glabbeek,Glabbeek,Glabbeek,true,24137,24000,Glabbeek,Glabbeek,Glabbeek,01/01/1981,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,24998,Louvain (E5),Louvain (E5),Leuven (E5),Louvain (E5),false,,,,,,,,true,true,false,blocked_special_bucket,IBZ E5 special bucket; not expected to appear as a REFNIS municipality.
2024,2024-06-09,25005,Beauvechain,Beauvechain,Bevekom,Beauvechain,true,25005,25000,Beauvechain,Bevekom,Beauvechain,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25014,Braine-l'Alleud,Braine-l'Alleud,Braine-l'Alleud,Braine-l'Alleud,true,25014,25000,Braine-l'Alleud,Eigenbrakel,Braine-l'Alleud,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25015,Braine-le-Chateau,Braine-le-Château,Kasteelbrakel,Braine-le-Château,true,25015,25000,Braine-le-Château,Kasteelbrakel,Braine-le-Château,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25018,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,true,25018,25000,Chaumont-Gistoux,Chaumont-Gistoux,Chaumont-Gistoux,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25023,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,true,25023,25000,Court-Saint-Etienne,Court-Saint-Etienne,Court-Saint-Etienne,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25031,Genappe,Genappe,Genepiën,Genappe,true,25031,25000,Genappe,Genepiën,Genappe,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25037,Grez-Doiceau,Grez-Doiceau,Graven,Grez-Doiceau,true,25037,25000,Grez-Doiceau,Graven,Grez-Doiceau,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25043,Incourt,Incourt,Incourt,Incourt,true,25043,25000,Incourt,Incourt,Incourt,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25044,Ittre,Ittre,Itter,Ittre,true,25044,25000,Ittre,Itter,Ittre,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25048,Jodoigne,Jodoigne,Geldenaken,Jodoigne,true,25048,25000,Jodoigne,Geldenaken,Jodoigne,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25050,La Hulpe,La Hulpe,Terhulpen,La Hulpe,true,25050,25000,La Hulpe,Terhulpen,La Hulpe,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25068,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,true,25068,25000,Mont-Saint-Guibert,Mont-Saint-Guibert,Mont-Saint-Guibert,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25072,Nivelles,Nivelles,Nijvel,Nivelles,true,25072,25000,Nivelles,Nijvel,Nivelles,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25084,Perwez,Perwez,Perwijs,Perwez,true,25084,25000,Perwez (Nivelles),Perwijs (Nijvel),Perwez (Nivelles),01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25091,Rixensart,Rixensart,Rixensart,Rixensart,true,25091,25000,Rixensart,Rixensart,Rixensart,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25105,Tubize,Tubize,Tubeke,Tubize,true,25105,25000,Tubize,Tubeke,Tubize,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25107,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,true,25107,25000,Villers-la-Ville,Villers-la-Ville,Villers-la-Ville,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25110,Waterloo,Waterloo,Waterloo,Waterloo,true,25110,25000,Waterloo,Waterloo,Waterloo,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25112,Wavre,Wavre,Waver,Wavre,true,25112,25000,Wavre,Waver,Wavre,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25117,Chastre,Chastre,Chastre,Chastre,true,25117,25000,Chastre,Chastre,Chastre,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25118,Helecine,Hélécine,Hélécine,Hélécine,true,25118,25000,Hélécine,Hélécine,Hélécine,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25119,Lasne,Lasne,Lasne,Lasne,true,25119,25000,Lasne,Lasne,Lasne,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25120,Orp-Jauche,Orp-Jauche,Orp-Jauche,Orp-Jauche,true,25120,25000,Orp-Jauche,Orp-Jauche,Orp-Jauche,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,true,25121,25000,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25122,Ramillies,Ramillies,Ramillies,Ramillies,true,25122,25000,Ramillies,Ramillies,Ramillies,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25123,Rebecq,Rebecq,Rebecq,Rebecq,true,25123,25000,Rebecq,Rebecq,Rebecq,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25124,Walhain,Walhain,Walhain,Walhain,true,25124,25000,Walhain,Walhain,Walhain,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,25998,Nivelles (E5),Nivelles (E5),Nivelles (E5),Nivelles (E5),false,,,,,,,,true,true,false,blocked_special_bucket,IBZ E5 special bucket; not expected to appear as a REFNIS municipality.
2024,2024-06-09,30998,Bruges (E5),Bruges (E5),Brugge (E5),Bruges (E5),false,,,,,,,,true,true,false,blocked_special_bucket,IBZ E5 special bucket; not expected to appear as a REFNIS municipality.
2024,2024-06-09,31003,Beernem,Beernem,Beernem,Beernem,true,31003,31000,Beernem,Beernem,Beernem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31004,Blankenberge,Blankenberge,Blankenberge,Blankenberge,true,31004,31000,Blankenberge,Blankenberge,Blankenberge,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31005,Brugge,Bruges,Brugge,Brügge,true,31005,31000,Bruges,Brugge,Brügge,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31006,Damme,Damme,Damme,Damme,true,31006,31000,Damme,Damme,Damme,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31012,Jabbeke,Jabbeke,Jabbeke,Jabbeke,true,31012,31000,Jabbeke,Jabbeke,Jabbeke,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31022,Oostkamp,Oostkamp,Oostkamp,Oostkamp,true,31022,31000,Oostkamp,Oostkamp,Oostkamp,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31033,Torhout,Torhout,Torhout,Torhout,true,31033,31000,Torhout,Torhout,Torhout,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31040,Zedelgem,Zedelgem,Zedelgem,Zedelgem,true,31040,31000,Zedelgem,Zedelgem,Zedelgem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31042,Zuienkerke,Zuienkerke,Zuienkerke,Zuienkerke,true,31042,31000,Zuienkerke,Zuienkerke,Zuienkerke,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,31043,Knokke-Heist,Knokke-Heist,Knokke-Heist,Knokke-Heist,true,31043,31000,Knokke-Heist,Knokke-Heist,Knokke-Heist,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,32003,Diksmuide,Dixmude,Diksmuide,Dixmuide,true,32003,32000,Dixmude,Diksmuide,Diksmuide,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,32006,Houthulst,Houthulst,Houthulst,Houthulst,true,32006,32000,Houthulst,Houthulst,Houthulst,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,32010,Koekelare,Koekelare,Koekelare,Koekelare,true,32010,32000,Koekelare,Koekelare,Koekelare,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,32011,Kortemark,Kortemark,Kortemark,Kortemark,true,32011,32000,Kortemark,Kortemark,Kortemark,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,32030,Lo-Reninge,Lo-Reninge,Lo-Reninge,Lo-Reninge,true,32030,32000,Lo-Reninge,Lo-Reninge,Lo-Reninge,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33011,Ieper,Ypres,Ieper,Ieper,true,33011,33000,Ypres,Ieper,Ypern,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33016,Mesen,Mesen,Mesen,Mesen,true,33016,33000,Messines,Mesen,Mesen,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33021,Poperinge,Poperinge,Poperinge,Poperinge,true,33021,33000,Poperinge,Poperinge,Poperinge,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33029,Wervik,Wervik,Wervik,Wervik,true,33029,33000,Wervik,Wervik,Wervik,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33037,Zonnebeke,Zonnebeke,Zonnebeke,Zonnebeke,true,33037,33000,Zonnebeke,Zonnebeke,Zonnebeke,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33039,Heuvelland,Heuvelland,Heuvelland,Heuvelland,true,33039,33000,Heuvelland,Heuvelland,Heuvelland,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33040,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,true,33040,33000,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,33041,Vleteren,Vleteren,Vleteren,Vleteren,true,33041,33000,Vleteren,Vleteren,Vleteren,01/01/1977,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,34002,Anzegem,Anzegem,Anzegem,Anzegem,true,34002,34000,Anzegem,Anzegem,Anzegem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,34003,Avelgem,Avelgem,Avelgem,Avelgem,true,34003,34000,Avelgem,Avelgem,Avelgem,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,34009,Deerlijk,Deerlijk,Deerlijk,Deerlijk,true,34009,34000,Deerlijk,Deerlijk,Deerlijk,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,34013,Harelbeke,Harelbeke,Harelbeke,Harelbeke,true,34013,34000,Harelbeke,Harelbeke,Harelbeke,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
2024,2024-06-09,34022,Kortrijk,Courtrai,Kortrijk,Kortrijk,true,34022,34000,Courtrai,Kortrijk,Kortrijk,01/01/1970,31/12/9999,false,true,true,matched_refnis_2024,IBZ municipality code matches active Statbel REFNIS municipality on election date.
