election_year,election_date,public_geography_id,municipality,label_french,label_dutch,label_german,party,party_id,list_number,language_group,votes,valid_votes,blank_votes,share,vote_sum_reconciles,special_bucket,bridge_safe,source_scope
2024,2024-06-09,23104,Lennik,Lennik,Lennik,Lennik,Partij BLANCO,305969,20,Dutch,45,6344,231,0.7093,true,false,true,ibz_municipality_level
2024,2024-06-09,23104,Lennik,Lennik,Lennik,Lennik,l'Unie,305976,21,Dutch,19,6344,231,0.2995,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,VLAAMS BELANG,305802,1,Dutch,2072,9120,329,22.7193,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,open vld,305803,3,Dutch,937,9120,329,10.2741,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,PVDA,303048,8,Dutch,591,9120,329,6.4803,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,Vooruit,305967,9,Dutch,859,9120,329,9.4189,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,N-VA,303352,10,Dutch,2491,9120,329,27.3136,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,GROEN,303164,15,Dutch,414,9120,329,4.5395,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,CD&V,303356,16,Dutch,1550,9120,329,16.9956,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,Voor U,305968,17,Dutch,104,9120,329,1.1404,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,BELG.UNIE-BUB,303439,19,Dutch,29,9120,329,0.318,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,Partij BLANCO,305969,20,Dutch,52,9120,329,0.5702,true,false,true,ibz_municipality_level
2024,2024-06-09,23105,Affligem,Affligem,Affligem,Affligem,l'Unie,305976,21,Dutch,21,9120,329,0.2303,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,VLAAMS BELANG,305802,1,Dutch,4880,21424,1045,22.7782,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,open vld,305803,3,Dutch,1782,21424,1045,8.3178,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,PVDA,303048,8,Dutch,1237,21424,1045,5.7739,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,Vooruit,305967,9,Dutch,3315,21424,1045,15.4733,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,N-VA,303352,10,Dutch,5168,21424,1045,24.1225,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,GROEN,303164,15,Dutch,1535,21424,1045,7.1649,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,CD&V,303356,16,Dutch,2903,21424,1045,13.5502,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,Voor U,305968,17,Dutch,299,21424,1045,1.3956,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,BELG.UNIE-BUB,303439,19,Dutch,39,21424,1045,0.182,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,Partij BLANCO,305969,20,Dutch,241,21424,1045,1.1249,true,false,true,ibz_municipality_level
2024,2024-06-09,24001,Aarschot,Aarschot,Aarschot,Aarschot,l'Unie,305976,21,Dutch,25,21424,1045,0.1167,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,VLAAMS BELANG,305802,1,Dutch,1945,7711,360,25.2237,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,open vld,305803,3,Dutch,485,7711,360,6.2897,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,PVDA,303048,8,Dutch,376,7711,360,4.8762,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,Vooruit,305967,9,Dutch,1074,7711,360,13.9282,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,N-VA,303352,10,Dutch,2066,7711,360,26.7929,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,GROEN,303164,15,Dutch,437,7711,360,5.6672,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,CD&V,303356,16,Dutch,1105,7711,360,14.3302,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,Voor U,305968,17,Dutch,131,7711,360,1.6989,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,BELG.UNIE-BUB,303439,19,Dutch,13,7711,360,0.1686,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,Partij BLANCO,305969,20,Dutch,77,7711,360,0.9986,true,false,true,ibz_municipality_level
2024,2024-06-09,24007,Begijnendijk,Begijnendijk,Begijnendijk,Begijnendijk,l'Unie,305976,21,Dutch,2,7711,360,0.0259,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,VLAAMS BELANG,305802,1,Dutch,1161,4584,201,25.3272,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,open vld,305803,3,Dutch,343,4584,201,7.4825,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,PVDA,303048,8,Dutch,228,4584,201,4.9738,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,Vooruit,305967,9,Dutch,609,4584,201,13.2853,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,N-VA,303352,10,Dutch,1220,4584,201,26.6143,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,GROEN,303164,15,Dutch,196,4584,201,4.2757,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,CD&V,303356,16,Dutch,727,4584,201,15.8595,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,Voor U,305968,17,Dutch,63,4584,201,1.3743,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,BELG.UNIE-BUB,303439,19,Dutch,7,4584,201,0.1527,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,Partij BLANCO,305969,20,Dutch,30,4584,201,0.6545,true,false,true,ibz_municipality_level
2024,2024-06-09,24008,Bekkevoort,Bekkevoort,Bekkevoort,Bekkevoort,l'Unie,305976,21,Dutch,0,4584,201,0.0,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,VLAAMS BELANG,305802,1,Dutch,988,6676,223,14.7993,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,open vld,305803,3,Dutch,1053,6676,223,15.7729,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,PVDA,303048,8,Dutch,310,6676,223,4.6435,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,Vooruit,305967,9,Dutch,968,6676,223,14.4997,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,N-VA,303352,10,Dutch,1794,6676,223,26.8724,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,GROEN,303164,15,Dutch,551,6676,223,8.2534,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,CD&V,303356,16,Dutch,856,6676,223,12.822,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,Voor U,305968,17,Dutch,89,6676,223,1.3331,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,BELG.UNIE-BUB,303439,19,Dutch,15,6676,223,0.2247,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,Partij BLANCO,305969,20,Dutch,41,6676,223,0.6141,true,false,true,ibz_municipality_level
2024,2024-06-09,24009,Bertem,Bertem,Bertem,Bertem,l'Unie,305976,21,Dutch,11,6676,223,0.1648,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,VLAAMS BELANG,305802,1,Dutch,798,7167,189,11.1344,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,open vld,305803,3,Dutch,703,7167,189,9.8088,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,PVDA,303048,8,Dutch,342,7167,189,4.7719,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,Vooruit,305967,9,Dutch,1158,7167,189,16.1574,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,N-VA,303352,10,Dutch,1966,7167,189,27.4313,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,GROEN,303164,15,Dutch,844,7167,189,11.7762,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,CD&V,303356,16,Dutch,1173,7167,189,16.3667,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,Voor U,305968,17,Dutch,95,7167,189,1.3255,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,BELG.UNIE-BUB,303439,19,Dutch,20,7167,189,0.2791,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,Partij BLANCO,305969,20,Dutch,62,7167,189,0.8651,true,false,true,ibz_municipality_level
2024,2024-06-09,24011,Bierbeek,Bierbeek,Bierbeek,Bierbeek,l'Unie,305976,21,Dutch,6,7167,189,0.0837,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,VLAAMS BELANG,305802,1,Dutch,1572,9003,298,17.4608,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,open vld,305803,3,Dutch,911,9003,298,10.1188,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,PVDA,303048,8,Dutch,477,9003,298,5.2982,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Vooruit,305967,9,Dutch,1318,9003,298,14.6396,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,N-VA,303352,10,Dutch,2762,9003,298,30.6787,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,GROEN,303164,15,Dutch,635,9003,298,7.0532,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,CD&V,303356,16,Dutch,1061,9003,298,11.785,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Voor U,305968,17,Dutch,158,9003,298,1.755,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,BELG.UNIE-BUB,303439,19,Dutch,19,9003,298,0.211,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Partij BLANCO,305969,20,Dutch,74,9003,298,0.8219,true,false,true,ibz_municipality_level
2024,2024-06-09,24014,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,Boortmeerbeek,l'Unie,305976,21,Dutch,16,9003,298,0.1777,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,VLAAMS BELANG,305802,1,Dutch,898,5953,207,15.0848,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,open vld,305803,3,Dutch,438,5953,207,7.3576,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,PVDA,303048,8,Dutch,331,5953,207,5.5602,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,Vooruit,305967,9,Dutch,1012,5953,207,16.9998,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,N-VA,303352,10,Dutch,1621,5953,207,27.23,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,GROEN,303164,15,Dutch,575,5953,207,9.659,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,CD&V,303356,16,Dutch,952,5953,207,15.9919,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,Voor U,305968,17,Dutch,73,5953,207,1.2263,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,BELG.UNIE-BUB,303439,19,Dutch,10,5953,207,0.168,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,Partij BLANCO,305969,20,Dutch,35,5953,207,0.5879,true,false,true,ibz_municipality_level
2024,2024-06-09,24016,Boutersem,Boutersem,Boutersem,Boutersem,l'Unie,305976,21,Dutch,8,5953,207,0.1344,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,VLAAMS BELANG,305802,1,Dutch,3230,16784,817,19.2445,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,open vld,305803,3,Dutch,1476,16784,817,8.7941,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,PVDA,303048,8,Dutch,1226,16784,817,7.3046,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,Vooruit,305967,9,Dutch,2788,16784,817,16.6111,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,N-VA,303352,10,Dutch,4144,16784,817,24.6902,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,GROEN,303164,15,Dutch,1238,16784,817,7.3761,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,CD&V,303356,16,Dutch,2201,16784,817,13.1137,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,Voor U,305968,17,Dutch,273,16784,817,1.6265,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,BELG.UNIE-BUB,303439,19,Dutch,24,16784,817,0.143,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,Partij BLANCO,305969,20,Dutch,171,16784,817,1.0188,true,false,true,ibz_municipality_level
2024,2024-06-09,24020,Diest,Diest,Diest,Diest,l'Unie,305976,21,Dutch,13,16784,817,0.0775,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,VLAAMS BELANG,305802,1,Dutch,1255,4317,193,29.0711,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,open vld,305803,3,Dutch,414,4317,193,9.59,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,PVDA,303048,8,Dutch,203,4317,193,4.7023,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,Vooruit,305967,9,Dutch,632,4317,193,14.6398,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,N-VA,303352,10,Dutch,949,4317,193,21.9829,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,GROEN,303164,15,Dutch,112,4317,193,2.5944,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,CD&V,303356,16,Dutch,686,4317,193,15.8907,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,Voor U,305968,17,Dutch,35,4317,193,0.8107,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,BELG.UNIE-BUB,303439,19,Dutch,6,4317,193,0.139,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,Partij BLANCO,305969,20,Dutch,22,4317,193,0.5096,true,false,true,ibz_municipality_level
2024,2024-06-09,24028,Geetbets,Geetbets,Geetbets,Geetbets,l'Unie,305976,21,Dutch,3,4317,193,0.0695,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,VLAAMS BELANG,305802,1,Dutch,1850,10654,418,17.3644,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,open vld,305803,3,Dutch,1028,10654,418,9.649,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,PVDA,303048,8,Dutch,527,10654,418,4.9465,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,Vooruit,305967,9,Dutch,1656,10654,418,15.5435,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,N-VA,303352,10,Dutch,2960,10654,418,27.783,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,GROEN,303164,15,Dutch,975,10654,418,9.1515,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,CD&V,303356,16,Dutch,1330,10654,418,12.4836,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,Voor U,305968,17,Dutch,186,10654,418,1.7458,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,BELG.UNIE-BUB,303439,19,Dutch,20,10654,418,0.1877,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,Partij BLANCO,305969,20,Dutch,109,10654,418,1.0231,true,false,true,ibz_municipality_level
2024,2024-06-09,24033,Haacht,Haacht,Haacht,Haacht,l'Unie,305976,21,Dutch,13,10654,418,0.122,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,VLAAMS BELANG,305802,1,Dutch,1764,15406,455,11.4501,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,open vld,305803,3,Dutch,1436,15406,455,9.321,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,PVDA,303048,8,Dutch,866,15406,455,5.6212,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,Vooruit,305967,9,Dutch,2876,15406,455,18.6681,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,N-VA,303352,10,Dutch,4106,15406,455,26.652,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,GROEN,303164,15,Dutch,2041,15406,455,13.2481,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,CD&V,303356,16,Dutch,1991,15406,455,12.9235,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,Voor U,305968,17,Dutch,168,15406,455,1.0905,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,BELG.UNIE-BUB,303439,19,Dutch,15,15406,455,0.0974,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,Partij BLANCO,305969,20,Dutch,126,15406,455,0.8179,true,false,true,ibz_municipality_level
2024,2024-06-09,24038,Herent,Herent,Herent,Herent,l'Unie,305976,21,Dutch,17,15406,455,0.1103,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,VLAAMS BELANG,305802,1,Dutch,682,4749,204,14.3609,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,open vld,305803,3,Dutch,434,4749,204,9.1388,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,PVDA,303048,8,Dutch,286,4749,204,6.0223,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,Vooruit,305967,9,Dutch,739,4749,204,15.5612,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,N-VA,303352,10,Dutch,1249,4749,204,26.3003,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,GROEN,303164,15,Dutch,419,4749,204,8.8229,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,CD&V,303356,16,Dutch,819,4749,204,17.2457,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,Voor U,305968,17,Dutch,57,4749,204,1.2003,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,BELG.UNIE-BUB,303439,19,Dutch,17,4749,204,0.358,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,Partij BLANCO,305969,20,Dutch,40,4749,204,0.8423,true,false,true,ibz_municipality_level
2024,2024-06-09,24041,Hoegaarden,Hoegaarden,Hoegaarden,Hoegaarden,l'Unie,305976,21,Dutch,7,4749,204,0.1474,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,VLAAMS BELANG,305802,1,Dutch,992,7168,215,13.8393,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,open vld,305803,3,Dutch,638,7168,215,8.9007,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,PVDA,303048,8,Dutch,349,7168,215,4.8689,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,Vooruit,305967,9,Dutch,1126,7168,215,15.7087,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,N-VA,303352,10,Dutch,2017,7168,215,28.139,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,GROEN,303164,15,Dutch,784,7168,215,10.9375,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,CD&V,303356,16,Dutch,1072,7168,215,14.9554,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,Voor U,305968,17,Dutch,121,7168,215,1.6881,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,BELG.UNIE-BUB,303439,19,Dutch,11,7168,215,0.1535,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,Partij BLANCO,305969,20,Dutch,53,7168,215,0.7394,true,false,true,ibz_municipality_level
2024,2024-06-09,24043,Holsbeek,Holsbeek,Holsbeek,Holsbeek,l'Unie,305976,21,Dutch,5,7168,215,0.0698,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,VLAAMS BELANG,305802,1,Dutch,931,6491,262,14.3429,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,open vld,305803,3,Dutch,1143,6491,262,17.609,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,PVDA,303048,8,Dutch,309,6491,262,4.7604,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,Vooruit,305967,9,Dutch,731,6491,262,11.2617,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,N-VA,303352,10,Dutch,1721,6491,262,26.5136,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,GROEN,303164,15,Dutch,561,6491,262,8.6427,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,CD&V,303356,16,Dutch,877,6491,262,13.511,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,Voor U,305968,17,Dutch,110,6491,262,1.6947,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,BELG.UNIE-BUB,303439,19,Dutch,30,6491,262,0.4622,true,false,true,ibz_municipality_level
2024,2024-06-09,24045,Huldenberg,Huldenberg,Huldenberg,Huldenberg,Partij BLANCO,305969,20,Dutch,54,6491,262,0.8319,true,false,true,ibz_municipality_level
