election_year,election_date,bridge_geography_year,public_geography_id,municipality,source_municipality_count,source_geography_ids,merge_group,bridge_status,party,party_ids,votes,valid_votes,blank_votes,share,source_scope,method_note
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,DéFI,305911,2899,46617,3475,6.2188,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,ECOLO,293013,6466,46617,3475,13.8705,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,LES ENGAGÉS,305972,4115,46617,3475,8.8273,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,LUTTE OUVRIERE,305977,176,46617,3475,0.3775,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,MR,303367,7323,46617,3475,15.7089,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,N-VA,303352,1061,46617,3475,2.276,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,PS,293015,9817,46617,3475,21.0588,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,PTB-PVDA,303138,9769,46617,3475,20.9559,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,Parti.j BLANCO,305975,290,46617,3475,0.6221,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,Team Fouad Ahidar,305974,2389,46617,3475,5.1247,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,VLAAMS BELANG,305802,905,46617,3475,1.9414,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,Volt Europa,305966,265,46617,3475,0.5685,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,Voor U / Pour Vous,305973,127,46617,3475,0.2724,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21015,Schaerbeek,1,21015,identity_2024_to_2025,identity_2024_to_2025,l'Unie,305976,116,46617,3475,0.2488,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,Agora,305913,118,37733,1598,0.3127,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,BELG.UNIE-BUB,303439,71,37733,1598,0.1882,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,COLLECTIF CITOYEN,305920,600,37733,1598,1.5901,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,DéFI,305911,3265,37733,1598,8.6529,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,ECOLO,293013,4312,37733,1598,11.4277,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,LES ENGAGÉS,305972,3917,37733,1598,10.3808,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,LUTTE OUVRIERE,305977,100,37733,1598,0.265,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,MR,303367,14362,37733,1598,38.0622,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,N-VA,303352,917,37733,1598,2.4302,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,PS,293015,4754,37733,1598,12.5991,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,PTB-PVDA,303138,3747,37733,1598,9.9303,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,Parti.j BLANCO,305975,234,37733,1598,0.6201,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,Team Fouad Ahidar,305974,361,37733,1598,0.9567,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,VLAAMS BELANG,305802,671,37733,1598,1.7783,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,Volt Europa,305966,141,37733,1598,0.3737,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,Voor U / Pour Vous,305973,56,37733,1598,0.1484,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21016,Uccle,1,21016,identity_2024_to_2025,identity_2024_to_2025,l'Unie,305976,107,37733,1598,0.2836,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,Agora,305913,86,13462,563,0.6388,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,BELG.UNIE-BUB,303439,20,13462,563,0.1486,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,COLLECTIF CITOYEN,305920,284,13462,563,2.1096,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,DéFI,305911,1430,13462,563,10.6225,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,ECOLO,293013,2189,13462,563,16.2606,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,LES ENGAGÉS,305972,1635,13462,563,12.1453,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,LUTTE OUVRIERE,305977,39,13462,563,0.2897,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,MR,303367,3700,13462,563,27.4848,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,N-VA,303352,212,13462,563,1.5748,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,PS,293015,1966,13462,563,14.6041,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,PTB-PVDA,303138,1366,13462,563,10.1471,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,Parti.j BLANCO,305975,93,13462,563,0.6908,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,Team Fouad Ahidar,305974,134,13462,563,0.9954,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,VLAAMS BELANG,305802,211,13462,563,1.5674,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,Volt Europa,305966,54,13462,563,0.4011,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,Voor U / Pour Vous,305973,17,13462,563,0.1263,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21017,Watermael-Boitsfort,1,21017,identity_2024_to_2025,identity_2024_to_2025,l'Unie,305976,26,13462,563,0.1931,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,Agora,305913,69,24048,1201,0.2869,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,BELG.UNIE-BUB,303439,51,24048,1201,0.2121,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,COLLECTIF CITOYEN,305920,362,24048,1201,1.5053,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,DéFI,305911,3289,24048,1201,13.6768,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,ECOLO,293013,2487,24048,1201,10.3418,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,LES ENGAGÉS,305972,3546,24048,1201,14.7455,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,LUTTE OUVRIERE,305977,69,24048,1201,0.2869,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,MR,303367,7435,24048,1201,30.9173,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,N-VA,303352,586,24048,1201,2.4368,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,PS,293015,2775,24048,1201,11.5394,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,PTB-PVDA,303138,2191,24048,1201,9.1109,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,Parti.j BLANCO,305975,179,24048,1201,0.7443,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,Team Fouad Ahidar,305974,269,24048,1201,1.1186,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,VLAAMS BELANG,305802,474,24048,1201,1.9711,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,Volt Europa,305966,146,24048,1201,0.6071,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,Voor U / Pour Vous,305973,52,24048,1201,0.2162,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21018,Woluwe-Saint-Lambert,1,21018,identity_2024_to_2025,identity_2024_to_2025,l'Unie,305976,68,24048,1201,0.2828,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,Agora,305913,58,18162,615,0.3193,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,BELG.UNIE-BUB,303439,39,18162,615,0.2147,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,COLLECTIF CITOYEN,305920,324,18162,615,1.7839,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,DéFI,305911,1547,18162,615,8.5178,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,ECOLO,293013,1839,18162,615,10.1255,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,LES ENGAGÉS,305972,3306,18162,615,18.2028,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,LUTTE OUVRIERE,305977,42,18162,615,0.2313,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,MR,303367,7303,18162,615,40.2103,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,N-VA,303352,461,18162,615,2.5383,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,PS,293015,1491,18162,615,8.2094,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,PTB-PVDA,303138,1071,18162,615,5.8969,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,Parti.j BLANCO,305975,115,18162,615,0.6332,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
2024,2024-06-09,2025,21019,Woluwe-Saint-Pierre,1,21019,identity_2024_to_2025,identity_2024_to_2025,Team Fouad Ahidar,305974,109,18162,615,0.6002,ibz_2024_bridge_safe_rows_forward_to_statbel_2025_geography,2024 bridge-safe election rows aggregated forward to verified Statbel 2025 municipality targets; E5 special buckets and six facility/rand vote-sum mismatch rows remain excluded.
